price,monthly_rent,size,price_per_sqm,noi_monthly,cap_rate,gross_yield,coc_return,monthly_cash_flow,annual_cash_flow,break_even_ratio,expected_appreciation,total_return,url,location,is_valid,noi_annual
275000.0,1375.2723813648443,50.0,5500.0,834.3954670131359,3.6409984015118657,6.001188573228411,3.3557588954026407,834.3954670131359,10012.74560415763,0.39328712019573364,3.0,6.355758895402641,https://www.idealista.pt/en/imovel/34023840/,"rua Passos Manuel, Nn, Estefânia, São Jorge de Arroios, Arroios",True,10012.74560415763
299000.0,1777.3927690643463,75.0,3986.6666666666665,1144.1765926807175,4.592013080992846,7.133348905943865,4.232270120730734,1144.1765926807175,13730.11911216861,0.35626125378971013,3.0,7.232270120730734,https://www.idealista.pt/en/imovel/33979881/,"rua Dom João de Castro, Alto de Alcântara, Alcântara",True,13730.11911216861
290000.0,1897.8109357029007,73.0,3972.6027397260273,1255.8278526571032,5.196529045477669,7.853010768425796,4.789427691684487,1255.8278526571032,15069.93423188524,0.33827557369829536,3.0,7.789427691684487,https://www.idealista.pt/en/imovel/34026765/,"avenida Afonso III, Alto de São João - Alto do Varejão, Penha de França",True,15069.93423188524
267000.0,1655.7823652201523,63.0,4238.0952380952385,1079.357186784928,4.851043536112036,7.441718495371472,4.471007867384365,1079.357186784928,12952.286241419137,0.34812858896379356,3.0,7.471007867384365,https://www.idealista.pt/en/imovel/33928673/,"Estefânia, São Jorge de Arroios, Arroios",True,12952.286241419137
260000.0,0.0,127.0,2047.244094488189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.idealista.pt/en/imovel/33980177/,"rua Particular à Rua Arco do Carvalhão, Nn, Bairro Calçada dos Mestres, Campolide",False,
250000.0,1305.9515802892638,45.0,5555.555555555556,805.3326607763149,3.865596771726312,6.268567585388467,3.562762001591071,805.3326607763149,9663.99192931578,0.38333650884825576,3.0,6.5627620015910715,https://www.idealista.pt/en/imovel/34017222/,"rua Santa Bárbara, Anjos, Arroios",True,9663.99192931578
218000.0,1295.976955747003,48.0,4541.666666666667,834.2873094941492,4.5924072082246745,7.133818105029374,4.232633371635645,834.2873094941492,10011.44771392979,0.35624834547056833,3.0,7.232633371635645,https://www.idealista.pt/en/imovel/34012969/,"Olivais, Lisboa",True,10011.44771392979
280000.0,1511.179547744771,60.0,4666.666666666667,942.724153438941,4.040246371881176,6.476483776049019,3.7237293750056923,942.724153438941,11312.689841267293,0.3761666806265159,3.0,6.723729375005693,https://www.idealista.pt/en/imovel/33986347/,"rua Emília das Neves, Portas de Benfica - Mercado de Benfica, Benfica",True,11312.689841267293
240000.0,1293.2256389871839,44.0,5454.545454545455,806.3095367492344,4.031547683746172,6.46612819493592,3.7157121509181317,806.3095367492344,9675.714440990814,0.3765128741333088,3.0,6.715712150918131,https://www.idealista.pt/en/imovel/34025702/,"beco do Forno do Sol, Graça, São Vicente",True,9675.714440990814
285000.0,0.0,150.0,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.idealista.pt/en/imovel/33440538/,"Santa Engrácia, São Vicente",False,
272000.0,1216.9975656449994,42.0,6476.190476190476,704.9446218084662,3.1100498020961744,5.3691069072573505,2.8664053475540774,704.9446218084662,8459.335461701594,0.42075100089879724,3.0,5.866405347554077,https://www.idealista.pt/en/imovel/33993523/,"rua Comandante Nunes da Silva, 1, Centro, Ajuda",True,8459.335461701594
265000.0,1310.1147188957034,62.0,4274.193548387097,791.3296972057242,3.583379760931581,5.932594953489978,3.3026541575406276,791.3296972057242,9495.95636646869,0.39598442350702195,3.0,6.302654157540628,https://www.idealista.pt/en/imovel/33992484/,"Olivais, Lisboa",True,9495.95636646869
280000.0,1482.8613689589372,54.0,5185.185185185185,918.9368832588406,3.9383009282521737,6.35512015268116,3.629770440785413,918.9368832588406,11027.242599106086,0.38029481211450494,3.0,6.629770440785413,https://www.idealista.pt/en/imovel/34057561/,"rua Amadeu de Sousa Cardoso, Alto de Santo Amaro, Alcântara",True,11027.242599106086
198000.0,1375.0,95.0,2084.2105263157896,924.0,5.6000000000000005,8.333333333333332,5.161290322580645,924.0,11088.0,0.328,3.0,8.161290322580644,https://www.idealista.pt/en/imovel/32486708/,"rua Alviela, Santa Engrácia, São Vicente",True,11088.0
250000.0,1620.251615823177,62.0,4032.2580645161293,1069.3446906248018,5.132854514999049,7.777207755951249,4.730741488478387,1069.3446906248018,12832.136287497622,0.34001319290058785,3.0,7.730741488478387,https://www.idealista.pt/en/imovel/33524878/,"praça Faria da Costa, Olivais, Lisboa",True,12832.136287497622
