size,num_rooms,rent_price,location,url
2114 m²,T2,"4,500€/month","Lapa, Estrela",https://www.idealista.pt/en/imovel/34070240/
268 m²,T2,"1,250€/month",,https://www.idealista.pt/en/imovel/34077840/
178 m²,T1,"2,600€/month","Lapa, Estrela",https://www.idealista.pt/en/imovel/34068069/
295 m²,T2,"1,550€/monthParking included","Restelo, Belém",https://www.idealista.pt/en/imovel/34075120/
172 m²,T1,"1,100€/month","Telheiras, Carnide",https://www.idealista.pt/en/imovel/34076227/
285 m²,T2,"1,950€/month",,https://www.idealista.pt/en/imovel/34067133/
285 m²,T2,"1,700€/month","Alfama, Santa Maria Maior",https://www.idealista.pt/en/imovel/34075400/
270 m²,T2,"1,950€/month","rua da Vinha, Bairro Alto, Misericórdia",https://www.idealista.pt/en/imovel/34080368/
143 m²,T1,"1,600€/month","rua Direita de Palma, Laranjeiras, São Domingos de Benfica",https://www.idealista.pt/en/imovel/34065040/
142 m²,T1,"1,250€/month1,750 €29%","rua Latino Coelho, São Sebastião da Pedreira, Avenidas Novas",https://www.idealista.pt/en/imovel/34039690/
270 m²,T2,"2,380€/month","rua de Guilherme Braga, Alfama, Santa Maria Maior",https://www.idealista.pt/en/imovel/34045285/
144 m²,T1,"1,000€/month1,100 €9%","estrada do Desvio, Santa Clara, Lisboa",https://www.idealista.pt/en/imovel/34044780/
264 m²,T2,"3,000€/month","travessa de Santos, Santos-o-Velho - Madragoa, Estrela",https://www.idealista.pt/en/imovel/34045783/
280 m²,T2,"2,079€/month","rua Bartolomeu da Costa, Santa Engrácia, São Vicente",https://www.idealista.pt/en/imovel/34040102/
175 m²,T1,"1,550€/month",,https://www.idealista.pt/en/imovel/34071967/
142 m²,T1,"1,149€/month1,249 €8%","beco das Farinhas, Mouraria - Castelo, Santa Maria Maior",https://www.idealista.pt/en/imovel/34044786/
263 m²,T2,"1,300€/month1,400 €7%","rua do Passadiço, Campo de Santana - Santa Marta, Santo António",https://www.idealista.pt/en/imovel/34044843/
145 m²,T1,"1,600€/month","travessa da Fábrica das Sedas, Rato - Amoreiras, Santo António",https://www.idealista.pt/en/imovel/34065030/
2116 m²,T2,"2,950€/month","rua Latino Coelho, São Sebastião da Pedreira, Avenidas Novas",https://www.idealista.pt/en/imovel/34075198/
144 m²,T1,893€/month978 €9%,"rua Montepio Geral, Estrada de Benfica, São Domingos de Benfica",https://www.idealista.pt/en/imovel/34065005/
263 m²,T2,"2,500€/month","travessa de Santos, Santos-o-Velho - Madragoa, Estrela",https://www.idealista.pt/en/imovel/34045419/
264 m²,T2,"2,100€/month2,300 €9%","travessa Amoreira, Lapa, Estrela",https://www.idealista.pt/en/imovel/34065059/
151 m²,T1,"1,050€/month","rua Azedo Gneco, Centro, Campo de Ourique",https://www.idealista.pt/en/imovel/34063279/
143 m²,T1,"1,400€/month","rua Afonso Domingues, Santa Engrácia, São Vicente",https://www.idealista.pt/en/imovel/34065052/
140 m²,T1,"1,510€/month","rua de Marcos Marreiros, Santa Catarina, Misericórdia",https://www.idealista.pt/en/imovel/34039217/
170 m²,T1,"2,100€/month","rua Vítor Cordon, 40, Chiado, Santa Maria Maior",https://www.idealista.pt/en/imovel/34073344/
298 m²,T2,"1,950€/monthParking included","rua C à Avenida Cidade de Praga, Centro Histórico - Quinta da Luz, Carnide",https://www.idealista.pt/en/imovel/34078609/
195 m²,T1,"1,600€/monthParking included","rua Doutor Bastos Gonçalves, Laranjeiras, São Domingos de Benfica",https://www.idealista.pt/en/imovel/34072431/
175 m²,T1,"1,500€/monthParking included","travessa da Horta Navia, Prazeres, Estrela",https://www.idealista.pt/en/imovel/34075318/
196 m²,T1,"3,250€/month",,https://www.idealista.pt/en/imovel/34047550/
271 m²,T2,"2,000€/month","rua Latino Coelho, São Sebastião da Pedreira, Avenidas Novas",https://www.idealista.pt/en/imovel/34083458/
164 m²,T1,"1,400€/monthParking included","rua Nova dos Mercadores, Expo Sul, Parque das Nações",https://www.idealista.pt/en/imovel/32506257/
160 m²,T1,"1,900€/monthGarageoptional100 €/month","rua das Taipas, Praça da Alegria, Santo António",https://www.idealista.pt/en/imovel/34072580/
254 m²,T2,"1,350€/month1,500 €10%","rua António Maria Baptista, Nn, Centro, Penha de França",https://www.idealista.pt/en/imovel/33915494/
144 m²,T1,"1,400€/month1,500 €7%","rua Professor Sousa da Câmara, Centro, Campolide",https://www.idealista.pt/en/imovel/34069021/
287 m²,T2,"1,250€/month","rua Barão de Sabrosa, Bairro dos Actores - Barão Sabrosa, Penha de França",https://www.idealista.pt/en/imovel/34068063/
190 m²,T1,"2,600€/month3,000 €13%","rua de São Bento, Príncipe Real - São Bento, Misericórdia",https://www.idealista.pt/en/imovel/34053255/
160 m²,T1,"1,000€/month","rua Passos Manuel, Estefânia, São Jorge de Arroios, Arroios",https://www.idealista.pt/en/imovel/33893877/
163 m²,T1,"1,400€/month","avenida Conselheiro Fernando de Sousa, Centro, Campolide",https://www.idealista.pt/en/imovel/34069618/
149 m²,T1,"1,300€/month","Lapa, Estrela",https://www.idealista.pt/en/imovel/34079473/
163 m²,T1,"2,000€/month","Saldanha - Picoas, São Jorge de Arroios, Arroios",https://www.idealista.pt/en/imovel/33506706/
150 m²,T1,"1,400€/monthParking included",,https://www.idealista.pt/en/imovel/34078708/
2108 m²,T2,"2,500€/monthParking included","rua das Beatas, Graça, São Vicente",https://www.idealista.pt/en/imovel/34078805/
161 m²,T1,"1,900€/month","rua Pedro Nunes, São Sebastião da Pedreira, Avenidas Novas",https://www.idealista.pt/en/imovel/34080222/
270 m²,T2,"1,150€/month","rua Antonino e Sá, 2 b, Laranjeiras, São Domingos de Benfica",https://www.idealista.pt/en/imovel/34023441/
155 m²,T1,"1,700€/month","Lapa, Estrela",https://www.idealista.pt/en/imovel/34074014/
2140 m²,T2,"7,100€/monthParking included","Bairro Azul - Parque Eduardo VII, Avenidas Novas",https://www.idealista.pt/en/imovel/34068914/
145 m²,T1,"1,400€/month1,500 €7%","rua do Cardal de São José, Campo de Santana - Santa Marta, Santo António",https://www.idealista.pt/en/imovel/34039185/
285 m²,T2,"1,500€/month",,https://www.idealista.pt/en/imovel/34077431/
175 m²,T1,"1,150€/month","praça da Estrela, Nn, Lapa, Estrela",https://www.idealista.pt/en/imovel/33724852/
270 m²,T2,"1,500€/month","rua do Galvão, Nn, Centro, Belém",https://www.idealista.pt/en/imovel/34068364/
140 m²,T1,"1,350€/month1,500 €10%","beco das Cruzes, Alfama, Santa Maria Maior",https://www.idealista.pt/en/imovel/34039172/
143 m²,T1,"1,525€/month",,https://www.idealista.pt/en/imovel/34045078/
270 m²,T2,"1,500€/month","rua Arco do Carvalhão, Nn, Prazeres - Maria Pia, Campo de Ourique",https://www.idealista.pt/en/imovel/34072082/
2106 m²,T2,"1,300€/month","estrada de Benfica, Avenida do Uruguai, Benfica",https://www.idealista.pt/en/imovel/34067020/
262 m²,T2,"1,800€/month","beco de Maria da Guerra, Alfama, Santa Maria Maior",https://www.idealista.pt/en/imovel/34045222/
2118 m²,T2,"2,200€/month",,https://www.idealista.pt/en/imovel/34080444/
190 m²,T1,"2,350€/month","rua Artilharia 1, 10, Bairro Azul - Parque Eduardo VII, Avenidas Novas",https://www.idealista.pt/en/imovel/34068938/
281 m²,T2,"1,600€/month","estrada da Luz, Laranjeiras, São Domingos de Benfica",https://www.idealista.pt/en/imovel/34084051/
283 m²,T2,"1,350€/month1,500 €10%","rua Frei Manuel do Cenáculo, 15, Centro, Penha de França",https://www.idealista.pt/en/imovel/34072729/
2109 m²,T2,"1,850€/monthGarageoptional100 €/month","rua João de Freitas Branco, 29, Alto dos Moinhos, São Domingos de Benfica",https://www.idealista.pt/en/imovel/34067419/
155 m²,T1,"1,250€/month","rua Carlos Mardel, 111, Bairro dos Actores, Areeiro",https://www.idealista.pt/en/imovel/33772785/
265 m²,T2,"1,250€/monthParking included","avenida Marechal Francisco da Costa Gomes, 55, Bairro dos Actores - Barão Sabrosa, Penha de França",https://www.idealista.pt/en/imovel/34080070/
290 m²,T2,"1,680€/month","rua da Sociedade Farmacêutica, 40, Campo de Santana - Santa Marta, Santo António",https://www.idealista.pt/en/imovel/34075090/
170 m²,T1,"2,000€/month","rua Vítor Cordon, 38, Chiado, Santa Maria Maior",https://www.idealista.pt/en/imovel/34072477/
270 m²,T2,"1,300€/monthParking included","rua Conde Almoster, 90, Estrada de Benfica, São Domingos de Benfica",https://www.idealista.pt/en/imovel/34072212/
292 m²,T2,"1,350€/monthParking included","rua João de Freitas Branco, Alto dos Moinhos, São Domingos de Benfica",https://www.idealista.pt/en/imovel/34068333/
270 m²,T2,"1,500€/month","praça Paiva Couceiro, Nn, Centro, Penha de França",https://www.idealista.pt/en/imovel/34080429/
270 m²,T2,"1,600€/month",,https://www.idealista.pt/en/imovel/34039288/
295 m²,T2,"2,350€/month","rua do Galvão, Centro, Belém",https://www.idealista.pt/en/imovel/34045282/
144 m²,T1,"1,950€/month","travessa Giestal, Alto de Alcântara, Alcântara",https://www.idealista.pt/en/imovel/34045197/
160 m²,T1,"1,665€/month","rua Delfim de Brito Guimarães, Praça de Espanha - Sete Rios, Campolide",https://www.idealista.pt/en/imovel/34039387/
280 m²,T2,"2,079€/month","avenida Elias Garcia, Campo Pequeno, Avenidas Novas",https://www.idealista.pt/en/imovel/34040091/
260 m²,T2,"1,455€/month","rua do Olival, Lapa, Estrela",https://www.idealista.pt/en/imovel/34038623/
275 m²,T2,"1,665€/month","rua Marques da Silva, Alameda - Praça do Chile - Almirante Reis, São Jorge de Arroios, Arroios",https://www.idealista.pt/en/imovel/34039419/
142 m²,T1,"3,000€/month","rua Tenente Valadim, Doca de Alcântara, Estrela",https://www.idealista.pt/en/imovel/34045784/
260 m²,T2,"2,160€/month","travessa Santana da Cruz, Pena, Arroios",https://www.idealista.pt/en/imovel/34040133/
290 m²,T2,"2,079€/month","rua Vítor Bastos, Centro, Campolide",https://www.idealista.pt/en/imovel/34040080/
290 m²,T2,"1,730€/month","largo Francisco Smith, Bairro Novo, Carnide",https://www.idealista.pt/en/imovel/34039646/
290 m²,T2,"2,160€/month","rua do Olival, Lapa, Estrela",https://www.idealista.pt/en/imovel/34040114/
2100 m²,T2,"2,000€/month","travessa do Possolo, Lapa, Estrela",https://www.idealista.pt/en/imovel/34040005/
262 m²,T2,"3,750€/month","rua da Penha de França, Centro, Penha de França",https://www.idealista.pt/en/imovel/34045900/
260 m²,T2,"1,400€/month","rua da Bombarda, Anjos, Arroios",https://www.idealista.pt/en/imovel/34038536/
142 m²,T1,"1,500€/month","travessa das Freiras, São Vicente de Fora, São Vicente",https://www.idealista.pt/en/imovel/34045114/
270 m²,T2,"1,280€/month","avenida Visconde de Valmor, Gulbenkian - Praça Espanha, Avenidas Novas",https://www.idealista.pt/en/imovel/34038383/
142 m²,T1,"2,500€/month","rua Arco da Graça, Rossio - Martim Moniz, Santa Maria Maior",https://www.idealista.pt/en/imovel/34045363/
270 m²,T2,"1,559€/month","rua Conde das Antas, Centro, Campolide",https://www.idealista.pt/en/imovel/34039235/
275 m²,T2,"1,750€/month","rua Correia Teles, Centro, Campo de Ourique",https://www.idealista.pt/en/imovel/34039661/
268 m²,T2,"1,769€/month","rua da Boavista, Santa Catarina, Misericórdia",https://www.idealista.pt/en/imovel/34039706/
274 m²,T2,"1,300€/month","rua do Poço dos Negros, Cais do Sodré - Santos, Misericórdia",https://www.idealista.pt/en/imovel/34081812/
290 m²,T2,"1,975€/month","travessa da Pereira, Graça, São Vicente",https://www.idealista.pt/en/imovel/34039989/
263 m²,T2,"1,975€/month",,https://www.idealista.pt/en/imovel/34039968/
2120 m²,T2,"1,559€/month","rua Filipe da Mata, Entrecampos, Avenidas Novas",https://www.idealista.pt/en/imovel/34039279/
275 m²,T2,"2,500€/month","rua Alexandre Braga, Estefânia, São Jorge de Arroios, Arroios",https://www.idealista.pt/en/imovel/34045390/
143 m²,T1,"1,400€/month","rua Lucinda Simões, Alameda - Praça do Chile - Almirante Reis, São Jorge de Arroios, Arroios",https://www.idealista.pt/en/imovel/34044844/
163 m²,T1,"3,822€/month","travessa Santana da Cruz, Pena, Arroios",https://www.idealista.pt/en/imovel/34045910/
265 m²,T2,"2,160€/month","rua das Olarias, Graça, São Vicente",https://www.idealista.pt/en/imovel/34040143/
144 m²,T1,"2,000€/month","rua Dom Luís I, Cais do Sodré - Santos, Misericórdia",https://www.idealista.pt/en/imovel/34040006/
142 m²,T1,"8,000€/month","rua Augusta, Baixa, Santa Maria Maior",https://www.idealista.pt/en/imovel/34045947/
290 m²,T2,"1,875€/month","rua Cidade de Cardiff, Centro, Penha de França",https://www.idealista.pt/en/imovel/34039919/
150 m²,T1,"1,620€/month","beco do Forno do Sol, Graça, São Vicente",https://www.idealista.pt/en/imovel/34039297/
270 m²,T2,"1,455€/month","rua da Penha de França, Centro, Penha de França",https://www.idealista.pt/en/imovel/34038617/
262 m²,T2,"1,575€/month",,https://www.idealista.pt/en/imovel/34045165/
165 m²,T1,"1,750€/month","avenida Almirante Reis, Alameda - Praça do Chile - Almirante Reis, São Jorge de Arroios, Arroios",https://www.idealista.pt/en/imovel/34039477/
142 m²,T1,"1,173€/month","beco João Alves, Rio Seco - Casalinho, Ajuda",https://www.idealista.pt/en/imovel/34036940/
275 m²,T2,"1,559€/month","largo Monsenhor Dalgado, Estrada de Benfica, São Domingos de Benfica",https://www.idealista.pt/en/imovel/34039227/
260 m²,T2,"2,079€/month","rua António Maria Baptista, Centro, Penha de França",https://www.idealista.pt/en/imovel/34040100/
142 m²,T1,"3,000€/month","rua Damasceno Monteiro, Graça, São Vicente",https://www.idealista.pt/en/imovel/34045765/
290 m²,T2,"1,590€/month","rua Marques da Silva, Alameda - Praça do Chile - Almirante Reis, São Jorge de Arroios, Arroios",https://www.idealista.pt/en/imovel/34039284/
262 m²,T2,"1,590€/month","rua da Bela Vista à Graça, Graça, São Vicente",https://www.idealista.pt/en/imovel/34039248/
265 m²,T2,"2,285€/month","rua Tomás Ribeiro, Saldanha - Picoas, São Jorge de Arroios, Arroios",https://www.idealista.pt/en/imovel/34045278/
270 m²,T2,"2,499€/month","rua Maria Pia, Prazeres - Maria Pia, Campo de Ourique",https://www.idealista.pt/en/imovel/34045370/
280 m²,T2,"2,079€/month","rua Sousa Viterbo, Alto de São João - Alto do Varejão, Penha de França",https://www.idealista.pt/en/imovel/34040081/
265 m²,T2,"1,700€/month","rua da Beneficência, Entrecampos, Avenidas Novas",https://www.idealista.pt/en/imovel/34039639/
160 m²,T1,"1,700€/month","rua do Olival, Lapa, Estrela",https://www.idealista.pt/en/imovel/34045115/
298 m²,T2,"3,130€/month","avenida da Liberdade, Av. da Liberdade - Marquês de Pombal, Santo António",https://www.idealista.pt/en/imovel/33147125/
170 m²,T1,"1,500€/month","rua da Páscoa, Santa Isabel, Campo de Ourique",https://www.idealista.pt/en/imovel/34039068/
142 m²,T1,"1,800€/month","largo Conde Ottolini, Estrada de Benfica, São Domingos de Benfica",https://www.idealista.pt/en/imovel/34045220/
160 m²,T1,"1,665€/month","rua Delfim de Brito Guimarães, Praça de Espanha - Sete Rios, Campolide",https://www.idealista.pt/en/imovel/34039386/
144 m²,T1,"1,950€/month","rua João da Silva, Casal Vistoso, Areeiro",https://www.idealista.pt/en/imovel/34045249/
264 m²,T2,"1,600€/month","praça Doutor Alfredo Cunha, Centro, Belém",https://www.idealista.pt/en/imovel/34065025/
266 m²,T2,"1,500€/month","rua Alfredo Roque Gameiro, Entrecampos, Avenidas Novas",https://www.idealista.pt/en/imovel/34070417/
143 m²,T1,"1,620€/month","beco do Índia, Pena, Arroios",https://www.idealista.pt/en/imovel/34039360/
145 m²,T1,"3,314€/month","rua de São Pedro de Alcântara, Bairro Alto, Misericórdia",https://www.idealista.pt/en/imovel/34045833/
290 m²,T2,"2,160€/month","rua Presidente Arriaga, Lapa, Estrela",https://www.idealista.pt/en/imovel/34040112/
270 m²,T2,"2,380€/month","rua da Condessa, Chiado, Santa Maria Maior",https://www.idealista.pt/en/imovel/34045296/
290 m²,T2,"3,000€/month","rua Almeida Brandão, Lapa, Estrela",https://www.idealista.pt/en/imovel/34045761/
170 m²,T1,"1,200€/month","travessa Açougue a Benfica, Igreja de Benfica, Benfica",https://www.idealista.pt/en/imovel/34037021/
250 m²,T2,"1,800€/month","rua Esperança do Cardal, Campo de Santana - Santa Marta, Santo António",https://www.idealista.pt/en/imovel/34039740/
250 m²,T2,"2,160€/month","rua de São Miguel, Alfama, Santa Maria Maior",https://www.idealista.pt/en/imovel/34040125/
160 m²,T1,"2,160€/month","rua de São Bento, Príncipe Real - São Bento, Misericórdia",https://www.idealista.pt/en/imovel/34040159/
144 m²,T1,"3,500€/month","rua do Poço dos Negros, Santa Catarina, Misericórdia",https://www.idealista.pt/en/imovel/34045862/
190 m²,T1,"1,400€/month","rua Belo Marques, Alto do Lumiar - Quinta das Conchas - Quinta do Lambert, Lumiar",https://www.idealista.pt/en/imovel/34038524/
144 m²,T1,"2,500€/month","rua da Oliveira ao Carmo, Chiado, Santa Maria Maior",https://www.idealista.pt/en/imovel/34045393/
255 m²,T2,"1,500€/month","beco Arciprestes, Bica, Misericórdia",https://www.idealista.pt/en/imovel/34039183/
263 m²,T2,"3,500€/month","travessa de Santos, Santos-o-Velho - Madragoa, Estrela",https://www.idealista.pt/en/imovel/34045867/
280 m²,T2,"2,850€/month","rua da Glória, Praça da Alegria, Santo António",https://www.idealista.pt/en/imovel/34045732/
144 m²,T1,"2,079€/month","rua Cidade da Horta, Estefânia, São Jorge de Arroios, Arroios",https://www.idealista.pt/en/imovel/34040055/
160 m²,T1,"1,595€/month","largo do Leão, Estefânia, São Jorge de Arroios, Arroios",https://www.idealista.pt/en/imovel/34039312/
160 m²,T1,"1,665€/month","rua Delfim de Brito Guimarães, Praça de Espanha - Sete Rios, Campolide",https://www.idealista.pt/en/imovel/34039398/
155 m²,T1,"1,840€/month","beco do Almotacé, Alfama, Santa Maria Maior",https://www.idealista.pt/en/imovel/34039857/
262 m²,T2,"10,000€/month","rua Augusta, Baixa, Santa Maria Maior",https://www.idealista.pt/en/imovel/34045948/
2170 m²,T2,"2,500€/month","rua Luciano Cordeiro, Campo de Santana - Santa Marta, Santo António",https://www.idealista.pt/en/imovel/34045338/
2105 m²,T2,"2,079€/month",,https://www.idealista.pt/en/imovel/34040066/
150 m²,T1,"1,700€/month","rua de São João da Mata, Lapa, Estrela",https://www.idealista.pt/en/imovel/34039493/
290 m²,T2,"3,650€/month","rua Dom Pedro V, Príncipe Real - São Bento, Misericórdia",https://www.idealista.pt/en/imovel/34045870/
142 m²,T1,"1,700€/month","avenida 24 de Julho, Doca de Alcântara, Estrela",https://www.idealista.pt/en/imovel/34045192/
160 m²,T1,"1,665€/month","rua Delfim de Brito Guimarães, Praça de Espanha - Sete Rios, Campolide",https://www.idealista.pt/en/imovel/34039400/
244 m²,T2,"2,000€/month","rua da Silva, Cais do Sodré - Santos, Misericórdia",https://www.idealista.pt/en/imovel/34040015/
150 m²,T1,"2,100€/month","rua de Campolide, Praça de Espanha - Sete Rios, Campolide",https://www.idealista.pt/en/imovel/34040129/
265 m²,T2,"1,875€/month","rua Coronel Luna de Oliveira, Bairro dos Actores - Barão Sabrosa, Penha de França",https://www.idealista.pt/en/imovel/34039901/
155 m²,T1,"1,840€/month","rua do Carrião, Campo de Santana - Santa Marta, Santo António",https://www.idealista.pt/en/imovel/34039882/
264 m²,T2,"1,200€/month","rua dos Lagares, Mouraria - Castelo, Santa Maria Maior",https://www.idealista.pt/en/imovel/34061979/
165 m²,T1,"2,000€/month","rua Dom Luís I, Cais do Sodré - Santos, Misericórdia",https://www.idealista.pt/en/imovel/34040011/
165 m²,T1,"1,799€/month","beco das Farinhas, Mouraria - Castelo, Santa Maria Maior",https://www.idealista.pt/en/imovel/34039710/
290 m²,T2,"3,460€/month","praça dos Restauradores, Rossio - Martim Moniz, Santa Maria Maior",https://www.idealista.pt/en/imovel/34045869/
280 m²,T2,"2,160€/month","rua do Duque, Chiado, Santa Maria Maior",https://www.idealista.pt/en/imovel/34040128/
2120 m²,T2,"3,500€/month","rua António Alçada Baptista, Alto dos Moinhos, São Domingos de Benfica",https://www.idealista.pt/en/imovel/34045866/
263 m²,T2,"4,000€/month","rua de Moçambique, Anjos, Arroios",https://www.idealista.pt/en/imovel/34045875/
160 m²,T1,"1,400€/month","rua do Cardal de São José, Campo de Santana - Santa Marta, Santo António",https://www.idealista.pt/en/imovel/34038604/
255 m²,T2,"2,160€/month","rua do Duque, Chiado, Santa Maria Maior",https://www.idealista.pt/en/imovel/34040137/
142 m²,T1,"3,500€/month","rua do Poço dos Negros, Santa Catarina, Misericórdia",https://www.idealista.pt/en/imovel/34045837/
2100 m²,T2,"2,380€/month","rua Marcos Portugal, Príncipe Real - São Bento, Misericórdia",https://www.idealista.pt/en/imovel/34045284/
297 m²,T2,"2,079€/month","rua General Taborda, Centro, Campolide",https://www.idealista.pt/en/imovel/34040090/
144 m²,T1,"3,000€/month","rua da Lapa, Lapa, Estrela",https://www.idealista.pt/en/imovel/34045768/
280 m²,T2,"1,875€/month","rua Dom Fuas Roupinho, Alto de São João - Alto do Varejão, Penha de França",https://www.idealista.pt/en/imovel/34039834/
290 m²,T2,"3,000€/month","travessa de Santos, Santos-o-Velho - Madragoa, Estrela",https://www.idealista.pt/en/imovel/34045767/
160 m²,T1,"1,650€/month","rua da Misericórdia, Bairro Alto, Misericórdia",https://www.idealista.pt/en/imovel/34039391/
275 m²,T2,"2,200€/month","rua do Cabo, Santa Isabel, Campo de Ourique",https://www.idealista.pt/en/imovel/34045258/
160 m²,T1,"2,000€/month","avenida das Nações Unidas, Telheiras, Carnide",https://www.idealista.pt/en/imovel/34039993/
262 m²,T2,"3,900€/month","rua Rodrigues Sampaio, Av. da Liberdade - Marquês de Pombal, Santo António",https://www.idealista.pt/en/imovel/34045845/
144 m²,T1,"3,478€/month","rua da Condessa, Chiado, Santa Maria Maior",https://www.idealista.pt/en/imovel/34045860/
150 m²,T1,"2,050€/month","rua dos Correeiros, Baixa, Santa Maria Maior",https://www.idealista.pt/en/imovel/34040053/
275 m²,T2,"1,665€/month","rua Maria Pia, Prazeres - Maria Pia, Campo de Ourique",https://www.idealista.pt/en/imovel/34039388/
275 m²,T2,"2,800€/month","rua Soeiro Pereira Gomes, Entrecampos, Avenidas Novas",https://www.idealista.pt/en/imovel/34045703/
260 m²,T2,"3,560€/month","rua Anchieta, Chiado, Santa Maria Maior",https://www.idealista.pt/en/imovel/34045884/
262 m²,T2,"1,400€/month","rua do Paraíso, São Vicente de Fora, São Vicente",https://www.idealista.pt/en/imovel/34038599/
264 m²,T2,"1,950€/month","rua dos Lagares, Mouraria - Castelo, Santa Maria Maior",https://www.idealista.pt/en/imovel/34039963/
143 m²,T1,"3,591€/month",,https://www.idealista.pt/en/imovel/34045844/
255 m²,T2,"1,940€/month","rua do Cardal de São José, Campo de Santana - Santa Marta, Santo António",https://www.idealista.pt/en/imovel/34039905/
182 m²,T1,"1,400€/monthParking included","rua Marvila, Marvila, Lisboa",https://www.idealista.pt/en/imovel/34081513/
150 m²,T1,"1,200€/month","rua de Martim Vaz, Pena, Arroios",https://www.idealista.pt/en/imovel/34050005/
275 m²,T2,"1,455€/month","rua Passos Manuel, Estefânia, São Jorge de Arroios, Arroios",https://www.idealista.pt/en/imovel/34038616/
290 m²,T2,"2,500€/month","rua da Indústria, Alto de Santo Amaro, Alcântara",https://www.idealista.pt/en/imovel/34045366/
150 m²,T1,"1,700€/month","rua António Pedro, Alameda - Praça do Chile - Almirante Reis, São Jorge de Arroios, Arroios",https://www.idealista.pt/en/imovel/34039472/
280 m²,T2,"1,559€/month","rua Francisco Pedro Curado, Centro, Penha de França",https://www.idealista.pt/en/imovel/34039263/
280 m²,T2,"2,500€/month","rua Doutor Gama Barros, Alvalade, Alvalade",https://www.idealista.pt/en/imovel/34045353/
150 m²,T1,"2,160€/month","rua Pinheiro Chagas, São Sebastião da Pedreira, Avenidas Novas",https://www.idealista.pt/en/imovel/34040170/
264 m²,T2,"1,800€/month","travessa de Santo António a Santos, Lapa, Estrela",https://www.idealista.pt/en/imovel/34045214/
262 m²,T2,"1,850€/month",,https://www.idealista.pt/en/imovel/34045225/
270 m²,T2,"1,500€/month","largo de Jesus, Príncipe Real - São Bento, Misericórdia",https://www.idealista.pt/en/imovel/34050031/
2100 m²,T2,"1,750€/month","alameda das Linhas de Torres, Centro, Lumiar",https://www.idealista.pt/en/imovel/34050041/
275 m²,T2,"1,665€/month","rua Braamcamp, Av. da Liberdade - Marquês de Pombal, Santo António",https://www.idealista.pt/en/imovel/34039421/
160 m²,T1,"1,500€/month","rua Natália Correia, Graça, São Vicente",https://www.idealista.pt/en/imovel/34039175/
270 m²,T2,"7,000€/month","rua dos Sapateiros, Baixa, Santa Maria Maior",https://www.idealista.pt/en/imovel/34045894/
270 m²,T2,"2,079€/month",,https://www.idealista.pt/en/imovel/34040068/
147 m²,T1,"2,500€/month","rua do Olival, Lapa, Estrela",https://www.idealista.pt/en/imovel/34045336/
143 m²,T1,"2,250€/month","rua Duques de Bragança, Chiado - Pç. de Camões, Misericórdia",https://www.idealista.pt/en/imovel/34045265/
260 m²,T2,"1,559€/month","rua de São João da Mata, Santos-o-Velho - Madragoa, Estrela",https://www.idealista.pt/en/imovel/34039262/
270 m²,T2,"2,079€/month","rua António Maria Baptista, Centro, Penha de França",https://www.idealista.pt/en/imovel/34039958/
275 m²,T2,"2,079€/month","rua Sebastião Saraiva Lima, Centro, Penha de França",https://www.idealista.pt/en/imovel/34040026/
157 m²,T1,"2,000€/month","rua São Sebastião da Pedreira, São Sebastião da Pedreira, Avenidas Novas",https://www.idealista.pt/en/imovel/34040019/
260 m²,T2,"2,160€/month","travessa Santana da Cruz, Pena, Arroios",https://www.idealista.pt/en/imovel/34040088/
285 m²,T2,"5,000€/month","rua dos Fanqueiros, Baixa, Santa Maria Maior",https://www.idealista.pt/en/imovel/34045950/
168 m²,T1,"4,000€/month","rua Pascoal de Melo, Alameda - Praça do Chile - Almirante Reis, São Jorge de Arroios, Arroios",https://www.idealista.pt/en/imovel/34045876/
280 m²,T2,"1,559€/month",,https://www.idealista.pt/en/imovel/34039236/
271 m²,T2,"2,050€/month","rua de Campolide, Nova Campolide, Campolide",https://www.idealista.pt/en/imovel/34040048/
160 m²,T1,"1,665€/month","rua Delfim de Brito Guimarães, Praça de Espanha - Sete Rios, Campolide",https://www.idealista.pt/en/imovel/34039396/
142 m²,T1,"1,800€/month",,https://www.idealista.pt/en/imovel/34039723/
150 m²,T1,"1,800€/month","rua Maria Pia, Prazeres - Maria Pia, Campo de Ourique",https://www.idealista.pt/en/imovel/34039716/
150 m²,T1,"1,840€/month","rua Silva Carvalho, Amoreiras, Campo de Ourique",https://www.idealista.pt/en/imovel/34039866/
155 m²,T1,"1,100€/month","rua de Ponta Delgada, Estefânia, São Jorge de Arroios, Arroios",https://www.idealista.pt/en/imovel/34036830/
263 m²,T2,"1,500€/month","rua de Alcântara, Largo do Calvário - Lx Factory, Alcântara",https://www.idealista.pt/en/imovel/34045088/
1140 m²,T1,"1,450€/month","rua do Alvito, Alvito - Quinta do Jacinto, Alcântara",https://www.idealista.pt/en/imovel/34038613/
170 m²,T1,"1,470€/month","travessa dos Poiais, Santa Catarina, Misericórdia",https://www.idealista.pt/en/imovel/34038640/
260 m²,T2,"1,600€/month",,https://www.idealista.pt/en/imovel/34039308/
147 m²,T1,"1,300€/month","rua General Taborda, Centro, Campolide",https://www.idealista.pt/en/imovel/34038450/
2106 m²,T2,"2,500€/month",,https://www.idealista.pt/en/imovel/34045361/
