url,title,location,price,size,num_rooms,price_per_sqm,room_type,snapshot_date
https://www.idealista.pt/en/imovel/33853736/,"T2 flat in Centro, Penha de França","Centro, Penha de França",250000,55,2,4545.45,T2,2025-03-31
https://www.idealista.pt/en/imovel/34030535/,"T2 flat in Santa Clara, Lisboa","Santa Clara, Lisboa",293000,88,2,3329.55,T2,2025-03-31
https://www.idealista.pt/en/imovel/34042836/,"T1 flat in rua Luís de Camões, 167, Alto de Santo Amaro, Alcântara","rua Luís de Camões, 167, Alto de Santo Amaro, Alcântara",299000,50,1,5980.0,T1,2025-03-31
https://www.idealista.pt/en/imovel/34055706/,"T2 flat in rua de Campolide, Nova Campolide, Campolide","rua de Campolide, Nova Campolide, Campolide",300000,50,2,6000.0,T2,2025-03-31
https://www.idealista.pt/en/imovel/34047387/,"T2 flat in avenida Vergílio Ferreira, Marvila, Lisboa","avenida Vergílio Ferreira, Marvila, Lisboa",248000,75,2,3306.67,T2,2025-03-31
https://www.idealista.pt/en/imovel/34048706/,"T2 flat, Calçada de Carriche, 6, Carriche - Hospital das Forças Armadas, Lumiar",,260000,68,2,3823.53,T2,2025-03-31
https://www.idealista.pt/en/imovel/34050563/,"T2 flat in rua Humberto Madeira, Olivais, Lisboa","rua Humberto Madeira, Olivais, Lisboa",285000,63,2,4523.81,T2,2025-03-31
https://www.idealista.pt/en/imovel/33832574/,"T1 flat in rua Marques da Silva, 45, Alameda - Praça do Chile - Almirante Reis, São Jorge de Arroios, Arroios","rua Marques da Silva, 45, Alameda - Praça do Chile - Almirante Reis, São Jorge de Arroios, Arroios",229000,45,1,5088.89,T1,2025-03-31
https://www.idealista.pt/en/imovel/34034237/,"T2 flat in Santa Clara, Lisboa","Santa Clara, Lisboa",250000,71,2,3521.13,T2,2025-03-31
https://www.idealista.pt/en/imovel/34000565/,"T2 flat in Praça de Espanha - Sete Rios, Campolide","Praça de Espanha - Sete Rios, Campolide",280000,64,2,4375.0,T2,2025-03-31
https://www.idealista.pt/en/imovel/34037766/,"T2 flat in rua 1º Cabo José Martins Silvestre, Olivais, Lisboa","rua 1º Cabo José Martins Silvestre, Olivais, Lisboa",290000,49,2,5918.37,T2,2025-03-31
https://www.idealista.pt/en/imovel/34014617/,"T1 flat, Pátio Galega, 4, Santa Catarina, Misericórdia",,215000,40,1,5375.0,T1,2025-03-31
https://www.idealista.pt/en/imovel/34027843/,"T1 flat in rua do Passadiço, Campo de Santana - Santa Marta, Santo António","rua do Passadiço, Campo de Santana - Santa Marta, Santo António",300000,51,1,5882.35,T1,2025-03-31
https://www.idealista.pt/en/imovel/34002154/,"T2 flat in rua Alferes Carvalho Pereira, 28, Olivais, Lisboa","rua Alferes Carvalho Pereira, 28, Olivais, Lisboa",239900,60,2,3998.33,T2,2025-03-31
https://www.idealista.pt/en/imovel/34028179/,"T2 flat in Beato, Lisboa","Beato, Lisboa",220000,40,2,5500.0,T2,2025-03-31
https://www.idealista.pt/en/imovel/34050979/,"T1 flat in estrada A-da-Maia, 60 2°b, Portas de Benfica - Mercado de Benfica, Benfica","estrada A-da-Maia, 60 2°b, Portas de Benfica - Mercado de Benfica, Benfica",280000,65,1,4307.69,T1,2025-03-31
https://www.idealista.pt/en/imovel/34047662/,"T2 flat, Escadinhas das Portas do Mar, 5, Alfama, Santa Maria Maior",,299000,71,2,4211.27,T2,2025-03-31
https://www.idealista.pt/en/imovel/33976954/,"T2 flat in travessa Nova de Dom Vasco, Boa Hora, Ajuda","travessa Nova de Dom Vasco, Boa Hora, Ajuda",295000,69,2,4275.36,T2,2025-03-31
https://www.idealista.pt/en/imovel/34053759/,"T2 flat in rua General Justiniano Padrel, 17, Santa Engrácia, São Vicente","rua General Justiniano Padrel, 17, Santa Engrácia, São Vicente",289000,75,2,3853.33,T2,2025-03-31
https://www.idealista.pt/en/imovel/33256934/,"T2 flat in travessa Beirolas, 16, Gare do Oriente - Zona Sul, Parque das Nações","travessa Beirolas, 16, Gare do Oriente - Zona Sul, Parque das Nações",260000,70,2,3714.29,T2,2025-03-31
https://www.idealista.pt/en/imovel/34041499/,"T2 flat in rua João do Outeiro, Mouraria - Castelo, Santa Maria Maior","rua João do Outeiro, Mouraria - Castelo, Santa Maria Maior",250000,75,2,3333.33,T2,2025-03-31
https://www.idealista.pt/en/imovel/34003524/,"T1 flat in travessa do Cabral, 39, Bica, Misericórdia","travessa do Cabral, 39, Bica, Misericórdia",196300,40,1,4907.5,T1,2025-03-31
https://www.idealista.pt/en/imovel/34013579/,"T2 flat in rua Garrido, Bairro dos Actores, Areeiro","rua Garrido, Bairro dos Actores, Areeiro",200000,76,2,2631.58,T2,2025-03-31
https://www.idealista.pt/en/imovel/34028316/,"T1 flat in travessa do Pasteleiro, 5, Santos-o-Velho - Madragoa, Estrela","travessa do Pasteleiro, 5, Santos-o-Velho - Madragoa, Estrela",250000,50,1,5000.0,T1,2025-03-31
https://www.idealista.pt/en/imovel/34003718/,"T1 flat in rua das Beatas, 9, Graça, São Vicente","rua das Beatas, 9, Graça, São Vicente",170000,51,1,3333.33,T1,2025-03-31
https://www.idealista.pt/en/imovel/34003355/,"T2 flat in rua Vasco da Gama Rodrigues, Gare do Oriente - Zona Sul, Parque das Nações","rua Vasco da Gama Rodrigues, Gare do Oriente - Zona Sul, Parque das Nações",219000,71,2,3084.51,T2,2025-03-31
https://www.idealista.pt/en/imovel/33954045/,"T2 flat in rua André Vidal Negreiros, Marvila, Lisboa","rua André Vidal Negreiros, Marvila, Lisboa",299000,90,2,3322.22,T2,2025-03-31
https://www.idealista.pt/en/imovel/34003381/,"T2 flat in beco do Mirante, São Vicente de Fora, São Vicente","beco do Mirante, São Vicente de Fora, São Vicente",289000,60,2,4816.67,T2,2025-03-31
https://www.idealista.pt/en/imovel/33987737/,"T2 flat in rua Frei Manuel do Cenáculo, Centro, Penha de França","rua Frei Manuel do Cenáculo, Centro, Penha de França",275000,70,2,3928.57,T2,2025-03-31
https://www.idealista.pt/en/imovel/34002988/,"T2 flat in avenida Afonso III, Alto de São João - Alto do Varejão, Penha de França","avenida Afonso III, Alto de São João - Alto do Varejão, Penha de França",288000,65,2,4430.77,T2,2025-03-31
https://www.idealista.pt/en/imovel/34044946/,"T2 flat in rua Fonseca Benevides, Rio Seco - Casalinho, Ajuda","rua Fonseca Benevides, Rio Seco - Casalinho, Ajuda",235000,54,2,4351.85,T2,2025-03-31
https://www.idealista.pt/en/imovel/34008276/,"T2 flat in Prazeres, Estrela","Prazeres, Estrela",275000,77,2,3571.43,T2,2025-03-31
https://www.idealista.pt/en/imovel/33843371/,"Detached house, Azinhaga do Reguengo, Santa Clara, Lisboa",,180000,56,0,3214.29,,2025-03-31
https://www.idealista.pt/en/imovel/34050773/,"T2 flat in rua Professor Veiga Beirão, São João de Brito, Alvalade","rua Professor Veiga Beirão, São João de Brito, Alvalade",270000,58,2,4655.17,T2,2025-03-31
https://www.idealista.pt/en/imovel/33979639/,"T1 flat in rua dos Remédios, Alfama, Santa Maria Maior","rua dos Remédios, Alfama, Santa Maria Maior",265000,60,1,4416.67,T1,2025-03-31
https://www.idealista.pt/en/imovel/33929639/,"T2 flat in rua Fernando Gusmão, Santa Clara, Lisboa","rua Fernando Gusmão, Santa Clara, Lisboa",250000,92,2,2717.39,T2,2025-03-31
https://www.idealista.pt/en/imovel/34008493/,"T2 flat in rua Actor Augusto de Melo, Beato, Lisboa","rua Actor Augusto de Melo, Beato, Lisboa",269000,66,2,4075.76,T2,2025-03-31
https://www.idealista.pt/en/imovel/34044220/,"T1 flat in rua do Passadiço, Campo de Santana - Santa Marta, Santo António","rua do Passadiço, Campo de Santana - Santa Marta, Santo António",300000,50,1,6000.0,T1,2025-03-31
https://www.idealista.pt/en/imovel/33993160/,"T1 flat in rua da Beneficência, Entrecampos, Avenidas Novas","rua da Beneficência, Entrecampos, Avenidas Novas",259000,50,1,5180.0,T1,2025-03-31
https://www.idealista.pt/en/imovel/33982678/,"T1 flat in rua de Marcos Marreiros, Santa Catarina, Misericórdia","rua de Marcos Marreiros, Santa Catarina, Misericórdia",235000,41,1,5731.71,T1,2025-03-31
https://www.idealista.pt/en/imovel/34033181/,"T1 flat in beco da cardoso, Baixa, Santa Maria Maior","beco da cardoso, Baixa, Santa Maria Maior",257000,40,1,6425.0,T1,2025-03-31
https://www.idealista.pt/en/imovel/34046084/,"T2 flat in travessa Flores, São Vicente de Fora, São Vicente","travessa Flores, São Vicente de Fora, São Vicente",160000,50,2,3200.0,T2,2025-03-31
https://www.idealista.pt/en/imovel/33993159/,"T1 flat in rua dos Remédios, Alfama, Santa Maria Maior","rua dos Remédios, Alfama, Santa Maria Maior",265000,60,1,4416.67,T1,2025-03-31
https://www.idealista.pt/en/imovel/34003122/,"T2 flat in rua Bartolomeu de Gusmão, Alfama, Santa Maria Maior","rua Bartolomeu de Gusmão, Alfama, Santa Maria Maior",299000,90,2,3322.22,T2,2025-03-31
https://www.idealista.pt/en/imovel/33995335/,"T2 flat in rua Jacinto Nunes, 3, Centro, Penha de França","rua Jacinto Nunes, 3, Centro, Penha de França",295000,73,2,4041.1,T2,2025-03-31
https://www.idealista.pt/en/imovel/34039074/,"T1 flat in rua do Grilo, 104, Beato, Lisboa","rua do Grilo, 104, Beato, Lisboa",250000,45,1,5555.56,T1,2025-03-31
https://www.idealista.pt/en/imovel/34062932/,"T1 flat, Calçada da Picheleira, 77, Beato, Lisboa",,275000,46,1,5978.26,T1,2025-03-31
https://www.idealista.pt/en/imovel/34046420/,"T1 flat in avenida Conselheiro Barjona de Freitas, 18, Estrada de Benfica, São Domingos de Benfica","avenida Conselheiro Barjona de Freitas, 18, Estrada de Benfica, São Domingos de Benfica",270000,40,1,6750.0,T1,2025-03-31
https://www.idealista.pt/en/imovel/34022561/,"T1 flat, Calçada da Picheleira, Beato, Lisboa",,217000,41,1,5292.68,T1,2025-03-31
https://www.idealista.pt/en/imovel/33983218/,"T2 flat in rua André Vidal Negreiros, Marvila, Lisboa","rua André Vidal Negreiros, Marvila, Lisboa",299000,90,2,3322.22,T2,2025-03-31
