url,title,location,price,size,num_rooms,price_per_sqm,room_type,snapshot_date
https://www.idealista.pt/en/imovel/34028556/,"Semi-detached house in rua Veríssimo Dias, 13, Bairro Calçada dos Mestres, Campolide","rua Veríssimo Dias, 13, Bairro Calçada dos Mestres, Campolide",140000,41,0,3414.63,,2025-03-31
https://www.idealista.pt/en/imovel/34011921/,"T2 flat in estrada de Chelas, Santa Apolónia - Cruz da Pedra, Penha de França","estrada de Chelas, Santa Apolónia - Cruz da Pedra, Penha de França",275000,57,2,4824.56,T2,2025-03-31
https://www.idealista.pt/en/imovel/34052184/,"T2 flat, Alto do Varejão, Alto de São João - Alto do Varejão, Penha de França",,200000,116,2,1724.14,T2,2025-03-31
https://www.idealista.pt/en/imovel/34053976/,"T1 flat in Centro, Penha de França","Centro, Penha de França",240000,60,1,4000.0,T1,2025-03-31
https://www.idealista.pt/en/imovel/33993799/,"T1 flat in rua Norberto de Araújo, Alfama, Santa Maria Maior","rua Norberto de Araújo, Alfama, Santa Maria Maior",255000,48,1,5312.5,T1,2025-03-31
https://www.idealista.pt/en/imovel/34050617/,"T1 flat in rua João do Nascimento Costa, 20 b, Beato, Lisboa","rua João do Nascimento Costa, 20 b, Beato, Lisboa",150000,40,1,3750.0,T1,2025-03-31
https://www.idealista.pt/en/imovel/34013996/,"T2 flat in estrada do Desvio, Nn, Santa Clara, Lisboa","estrada do Desvio, Nn, Santa Clara, Lisboa",285000,92,2,3097.83,T2,2025-03-31
https://www.idealista.pt/en/imovel/33788189/,"T1 flat in rua General Taborda, 28, Centro, Campolide","rua General Taborda, 28, Centro, Campolide",245000,68,1,3602.94,T1,2025-03-31
https://www.idealista.pt/en/imovel/33992805/,"T1 flat in rua Prior Coutinho, Nn, Campo de Santana - Santa Marta, Santo António","rua Prior Coutinho, Nn, Campo de Santana - Santa Marta, Santo António",285000,42,1,6785.71,T1,2025-03-31
https://www.idealista.pt/en/imovel/34026676/,"T2 flat in rua de São Lázaro, Pena, Arroios","rua de São Lázaro, Pena, Arroios",215000,50,2,4300.0,T2,2025-03-31
https://www.idealista.pt/en/imovel/34017690/,"T2 flat in Alfama, Santa Maria Maior","Alfama, Santa Maria Maior",239000,50,2,4780.0,T2,2025-03-31
https://www.idealista.pt/en/imovel/34051152/,"T2 flat in Anjos, Arroios","Anjos, Arroios",269000,70,2,3842.86,T2,2025-03-31
https://www.idealista.pt/en/imovel/34026852/,"T2 flat in rua Doutor João de Barros, Arneiros, Benfica","rua Doutor João de Barros, Arneiros, Benfica",295000,85,2,3470.59,T2,2025-03-31
https://www.idealista.pt/en/imovel/33969959/,"T1 flat in Baixa, Santa Maria Maior","Baixa, Santa Maria Maior",210000,54,1,3888.89,T1,2025-03-31
https://www.idealista.pt/en/imovel/34030552/,"T1 flat in estrada Loureiro, 13, Prazeres, Estrela","estrada Loureiro, 13, Prazeres, Estrela",225000,47,1,4787.23,T1,2025-03-31
https://www.idealista.pt/en/imovel/33990050/,"T2 flat in rua Professor Veiga Beirão, Nn, São João de Brito, Alvalade","rua Professor Veiga Beirão, Nn, São João de Brito, Alvalade",290000,76,2,3815.79,T2,2025-03-31
