url,title,location,price,size,num_rooms,price_per_sqm,room_type,snapshot_date
https://www.idealista.pt/en/imovel/33917033/,"T2 flat, Calçada do Monte, Nn, Graça, São Vicente",,299500,62,2,4830.65,T2,2025-03-31
https://www.idealista.pt/en/imovel/33792891/,"Duplex in Cais do Sodré - Santos, Misericórdia","Cais do Sodré - Santos, Misericórdia",300000,59,0,5084.75,,2025-03-31
https://www.idealista.pt/en/imovel/33904537/,"T1 flat in Mouraria - Castelo, Santa Maria Maior","Mouraria - Castelo, Santa Maria Maior",290000,57,1,5087.72,T1,2025-03-31
https://www.idealista.pt/en/imovel/33630455/,"T2 flat in Mouraria - Castelo, Santa Maria Maior","Mouraria - Castelo, Santa Maria Maior",285000,55,2,5181.82,T2,2025-03-31
https://www.idealista.pt/en/imovel/33964850/,"T2 flat in rua Doutor João de Barros, Arneiros, Benfica","rua Doutor João de Barros, Arneiros, Benfica",250000,73,2,3424.66,T2,2025-03-31
https://www.idealista.pt/en/imovel/33086982/,"T1 flat in rua Francisco Mantero, Olivais, Lisboa","rua Francisco Mantero, Olivais, Lisboa",250000,48,1,5208.33,T1,2025-03-31
https://www.idealista.pt/en/imovel/33364458/,"T1 flat in Mouraria - Castelo, Santa Maria Maior","Mouraria - Castelo, Santa Maria Maior",290000,47,1,6170.21,T1,2025-03-31
https://www.idealista.pt/en/imovel/33955347/,"T2 flat in Largo do Calvário - Lx Factory, Alcântara","Largo do Calvário - Lx Factory, Alcântara",269000,65,2,4138.46,T2,2025-03-31
https://www.idealista.pt/en/imovel/33755290/,"Terraced house in Santa Engrácia, São Vicente","Santa Engrácia, São Vicente",230000,79,0,2911.39,,2025-03-31
https://www.idealista.pt/en/imovel/33625352/,"T1 flat in Mouraria - Castelo, Santa Maria Maior","Mouraria - Castelo, Santa Maria Maior",170000,40,1,4250.0,T1,2025-03-31
https://www.idealista.pt/en/imovel/33096356/,"T1 flat in Lapa, Estrela","Lapa, Estrela",298000,55,1,5418.18,T1,2025-03-31
https://www.idealista.pt/en/imovel/33974797/,"T2 flat in Alto de Santo Amaro, Alcântara","Alto de Santo Amaro, Alcântara",230000,46,2,5000.0,T2,2025-03-31
https://www.idealista.pt/en/imovel/33935870/,"T1 flat in beco do Alegrete, 10, Mouraria - Castelo, Santa Maria Maior","beco do Alegrete, 10, Mouraria - Castelo, Santa Maria Maior",269000,60,1,4483.33,T1,2025-03-31
https://www.idealista.pt/en/imovel/33681153/,"T2 flat in Anjos, Arroios","Anjos, Arroios",299000,75,2,3986.67,T2,2025-03-31
https://www.idealista.pt/en/imovel/33712826/,"T2 flat in rua Aliança Operária, Alto de Alcântara, Alcântara","rua Aliança Operária, Alto de Alcântara, Alcântara",245000,60,2,4083.33,T2,2025-03-31
https://www.idealista.pt/en/imovel/33932941/,"Detached house in Alvito - Quinta do Jacinto, Alcântara","Alvito - Quinta do Jacinto, Alcântara",299000,60,0,4983.33,,2025-03-31
https://www.idealista.pt/en/imovel/33749208/,"T2 flat in Alto de São João - Alto do Varejão, Penha de França","Alto de São João - Alto do Varejão, Penha de França",300000,58,2,5172.41,T2,2025-03-31
https://www.idealista.pt/en/imovel/33616511/,"T2 flat in rua Castelo Branco Saraiva, 47, Centro, Penha de França","rua Castelo Branco Saraiva, 47, Centro, Penha de França",260000,58,2,4482.76,T2,2025-03-31
https://www.idealista.pt/en/imovel/32537931/,"T1 flat in rua da Senhora do Monte, 5, Graça, São Vicente","rua da Senhora do Monte, 5, Graça, São Vicente",299000,44,1,6795.45,T1,2025-03-31
