id,url,title,price,price_numeric,location,size,room_type,floor,lift,details,last_updated
32726243,https://www.idealista.pt/en/imovel/32726243/,"T1 flat in rua Luís Monteiro, 56, Bairro dos Actores - Barão Sabrosa, Penha de França","249,990€",249990,"rua Luís Monteiro, 56, Bairro dos Actores - Barão Sabrosa, Penha de França",189,T1,,No,T189 m²without lift,2025-03-16 10:12:31
34031027,https://www.idealista.pt/en/imovel/34031027/,"T1 flat in rua Mestre António Martins, 15, Centro, Penha de França","225,000€",225000,"rua Mestre António Martins, 15, Centro, Penha de França",159,T1,,No,T159 m²without lift,2025-03-16 10:12:31
33546055,https://www.idealista.pt/en/imovel/33546055/,"T2 flat in rua da Verónica, Nn, Graça, São Vicente","268,000€",268000,"rua da Verónica, Nn, Graça, São Vicente",249,T2,Ground floor,No,T249 m²Ground floor without lift,2025-03-16 10:12:31
34050744,https://www.idealista.pt/en/imovel/34050744/,"T2 flat in rua Afonso Domingues, 24, Santa Engrácia, São Vicente","247,500€",247500,"rua Afonso Domingues, 24, Santa Engrácia, São Vicente",245,T2,Ground floor,No,T245 m²Ground floor without lift,2025-03-16 10:12:31
34062215,https://www.idealista.pt/en/imovel/34062215/,"T1 flat in avenida Almirante Reis, 124, Alameda - Praça do Chile - Almirante Reis, São Jorge de Arroios, Arroios","292,000€",292000,"avenida Almirante Reis, 124, Alameda - Praça do Chile - Almirante Reis, São Jorge de Arroios, Arroios",149,T1,3,Yes,T149 m²3rd floor with lift,2025-03-16 10:12:31
34061219,https://www.idealista.pt/en/imovel/34061219/,"T1 flat in rua Frei Fortunato de São Boaventura, Nn, Beato, Lisboa","230,000€",230000,"rua Frei Fortunato de São Boaventura, Nn, Beato, Lisboa",140,T1,1,No,T140 m²1st floor without lift,2025-03-16 10:12:31
34028209,https://www.idealista.pt/en/imovel/34028209/,"Duplex in São Vicente de Fora, São Vicente","285,000€",285000,"São Vicente de Fora, São Vicente",172,T1,,No,T172 m²without lift,2025-03-16 10:12:31
34009332,https://www.idealista.pt/en/imovel/34009332/,"T2 flat in rua Bela Flor, Bairro Calçada dos Mestres, Campolide","280,000€",280000,"rua Bela Flor, Bairro Calçada dos Mestres, Campolide",267,T2,3,No,T267 m²3rd floor without lift,2025-03-16 10:12:31
34062772,https://www.idealista.pt/en/imovel/34062772/,"T2 flat in Olivais, Lisboa","225,000€",225000,"Olivais, Lisboa",261,T2,,Yes,T261 m²with lift,2025-03-16 10:12:31
34034329,https://www.idealista.pt/en/imovel/34034329/,"T2 flat in rua Carlos Ribeiro, Nn, Centro, Penha de França","190,000€200,000 €5%",190000,"rua Carlos Ribeiro, Nn, Centro, Penha de França",273,T2,,,T273 m²,2025-03-16 10:12:31
34028556,https://www.idealista.pt/en/imovel/34028556/,"Semi-detached house in rua Veríssimo Dias, 13, Bairro Calçada dos Mestres, Campolide","140,000€",140000,"rua Veríssimo Dias, 13, Bairro Calçada dos Mestres, Campolide",141,T1,,,T141 m²,2025-03-16 10:12:31
34011921,https://www.idealista.pt/en/imovel/34011921/,"T2 flat in estrada de Chelas, Santa Apolónia - Cruz da Pedra, Penha de França","275,000€289,000 €5%",275000,"estrada de Chelas, Santa Apolónia - Cruz da Pedra, Penha de França",257,T2,1,No,T257 m²1st floor without lift,2025-03-16 10:12:31
34052184,https://www.idealista.pt/en/imovel/34052184/,"T2 flat, Alto do Varejão, Alto de São João - Alto do Varejão, Penha de França","200,000€",200000,,2116,T2,2,No,T2116 m²2nd floor without lift,2025-03-16 10:12:31
34053976,https://www.idealista.pt/en/imovel/34053976/,"T1 flat in Centro, Penha de França","240,000€",240000,"Centro, Penha de França",160,T1,Ground floor,No,T160 m²Ground floor without lift,2025-03-16 10:12:31
33993799,https://www.idealista.pt/en/imovel/33993799/,"T1 flat in rua Norberto de Araújo, Alfama, Santa Maria Maior","255,000€",255000,"rua Norberto de Araújo, Alfama, Santa Maria Maior",148,T1,1,No,T148 m²1st floor without lift,2025-03-16 10:12:31
34050617,https://www.idealista.pt/en/imovel/34050617/,"T1 flat in rua João do Nascimento Costa, 20 b, Beato, Lisboa","150,000€",150000,"rua João do Nascimento Costa, 20 b, Beato, Lisboa",140,T1,,No,T140 m²without lift,2025-03-16 10:12:31
34013996,https://www.idealista.pt/en/imovel/34013996/,"T2 flat in estrada do Desvio, Nn, Santa Clara, Lisboa","285,000€299,500 €5%",285000,"estrada do Desvio, Nn, Santa Clara, Lisboa",292,T2,,,T292 m²,2025-03-16 10:12:31
33788189,https://www.idealista.pt/en/imovel/33788189/,"T1 flat in rua General Taborda, 28, Centro, Campolide","245,000€",245000,"rua General Taborda, 28, Centro, Campolide",168,T1,Basement,No,T168 m²Basement without lift,2025-03-16 10:12:31
33992805,https://www.idealista.pt/en/imovel/33992805/,"T1 flat in rua Prior Coutinho, Nn, Campo de Santana - Santa Marta, Santo António","285,000€",285000,"rua Prior Coutinho, Nn, Campo de Santana - Santa Marta, Santo António",142,T1,,,T142 m²,2025-03-16 10:12:31
34026676,https://www.idealista.pt/en/imovel/34026676/,"T2 flat in rua de São Lázaro, Pena, Arroios","215,000€",215000,"rua de São Lázaro, Pena, Arroios",250,T2,4,No,T250 m²4th floor without lift,2025-03-16 10:12:31
34017690,https://www.idealista.pt/en/imovel/34017690/,"T2 flat in Alfama, Santa Maria Maior","239,000€",239000,"Alfama, Santa Maria Maior",250,T2,,No,T250 m²without lift,2025-03-16 10:12:43
34051152,https://www.idealista.pt/en/imovel/34051152/,"T2 flat in Anjos, Arroios","269,000€",269000,"Anjos, Arroios",270,T2,Basement,No,T270 m²Basement without lift,2025-03-16 10:12:43
34026852,https://www.idealista.pt/en/imovel/34026852/,"T2 flat in rua Doutor João de Barros, Arneiros, Benfica","295,000€",295000,"rua Doutor João de Barros, Arneiros, Benfica",285,T2,Basement,No,T285 m²Basement without lift,2025-03-16 10:12:43
33969959,https://www.idealista.pt/en/imovel/33969959/,"T1 flat in Baixa, Santa Maria Maior","210,000€",210000,"Baixa, Santa Maria Maior",154,T1,Ground floor,No,T154 m²Ground floor without lift,2025-03-16 10:12:43
34030552,https://www.idealista.pt/en/imovel/34030552/,"T1 flat in estrada Loureiro, 13, Prazeres, Estrela","225,000€",225000,"estrada Loureiro, 13, Prazeres, Estrela",147,T1,Ground floor,No,T147 m²Ground floor without lift,2025-03-16 10:12:43
33990050,https://www.idealista.pt/en/imovel/33990050/,"T2 flat in rua Professor Veiga Beirão, Nn, São João de Brito, Alvalade","290,000€",290000,"rua Professor Veiga Beirão, Nn, São João de Brito, Alvalade",276,T2,4,No,T276 m²4th floor without lift,2025-03-16 10:12:43
34041889,https://www.idealista.pt/en/imovel/34041889/,"T2 flat in rua Professor Veiga Beirão, Nn, São João de Brito, Alvalade","290,000€",290000,"rua Professor Veiga Beirão, Nn, São João de Brito, Alvalade",276,T2,4,No,T276 m²4th floor without lift,2025-03-16 10:12:43
34005229,https://www.idealista.pt/en/imovel/34005229/,"T2 flat in rua Professor Veiga Beirão, Nn, São João de Brito, Alvalade","290,000€",290000,"rua Professor Veiga Beirão, Nn, São João de Brito, Alvalade",276,T2,4,No,T276 m²4th floor without lift,2025-03-16 10:12:43
34013648,https://www.idealista.pt/en/imovel/34013648/,"T1 flat in rua do Olival, Lapa, Estrela","230,000€",230000,"rua do Olival, Lapa, Estrela",150,T1,2,No,T150 m²2nd floor without lift,2025-03-16 10:12:43
34037683,https://www.idealista.pt/en/imovel/34037683/,"Semi-detached house in rua 3, Alvito - Quinta do Jacinto, Alcântara","250,000€",250000,"rua 3, Alvito - Quinta do Jacinto, Alcântara",245,T2,,,T245 m²,2025-03-16 10:12:43
34002042,https://www.idealista.pt/en/imovel/34002042/,"T1 flat in Pena, Arroios","299,000€",299000,"Pena, Arroios",147,T1,,No,T147 m²without lift,2025-03-16 10:12:43
34058782,https://www.idealista.pt/en/imovel/34058782/,"T2 flat in Santa Catarina, Misericórdia","298,000€",298000,"Santa Catarina, Misericórdia",241,T2,2,No,T241 m²2nd floor without lift,2025-03-16 10:12:43
34020448,https://www.idealista.pt/en/imovel/34020448/,"T1 flat in rua 1º de Maio, 63, Largo do Calvário - Lx Factory, Alcântara","300,000€",300000,"rua 1º de Maio, 63, Largo do Calvário - Lx Factory, Alcântara",154,T1,Ground floor,No,T154 m²Ground floor without lift,2025-03-16 10:12:43
34049858,https://www.idealista.pt/en/imovel/34049858/,"T1 flat in rua Mestre António Martins, Centro, Penha de França","225,000€",225000,"rua Mestre António Martins, Centro, Penha de França",144,T1,Basement,No,T144 m²Basement without lift,2025-03-16 10:12:43
33984272,https://www.idealista.pt/en/imovel/33984272/,"T2 flat in rua Doutor José Saraiva, Olivais, Lisboa","265,000€",265000,"rua Doutor José Saraiva, Olivais, Lisboa",262,T2,5,Yes,T262 m²5th floor with lift,2025-03-16 10:12:43
34032986,https://www.idealista.pt/en/imovel/34032986/,"T1 flat, Calçada de Santa Apolónia, 22, Santa Engrácia, São Vicente","285,000€",285000,,170,T1,3,No,T170 m²3rd floor without lift,2025-03-16 10:12:43
33985351,https://www.idealista.pt/en/imovel/33985351/,"T2 flat in rua Barata Feyo, Santa Clara, Lisboa","260,000€Parking included",260000,"rua Barata Feyo, Santa Clara, Lisboa",292,T2,1,No,T292 m²1st floor without lift,2025-03-16 10:12:43
34060865,https://www.idealista.pt/en/imovel/34060865/,"T2 flat in rua do Terreirinho, Mouraria - Castelo, Santa Maria Maior","199,500€",199500,"rua do Terreirinho, Mouraria - Castelo, Santa Maria Maior",244,T2,1,No,T244 m²1st floor without lift,2025-03-16 10:12:43
34057686,https://www.idealista.pt/en/imovel/34057686/,"T2 flat in beco das Farinhas, 5, Mouraria - Castelo, Santa Maria Maior","280,000€",280000,"beco das Farinhas, 5, Mouraria - Castelo, Santa Maria Maior",240,T2,1,No,T240 m²1st floor without lift,2025-03-16 10:12:43
33995413,https://www.idealista.pt/en/imovel/33995413/,"Semi-detached house in rua Cotovelo, Bairro da Serafina, Campolide","165,000€",165000,"rua Cotovelo, Bairro da Serafina, Campolide",2105,T2,,,T2105 m²,2025-03-16 10:12:43
34022548,https://www.idealista.pt/en/imovel/34022548/,"T2 flat in rua da Graça, Graça, São Vicente","299,000€",299000,"rua da Graça, Graça, São Vicente",279,T2,1,No,T279 m²1st floor without lift,2025-03-16 10:12:43
33988425,https://www.idealista.pt/en/imovel/33988425/,"T1 flat in Centro, Penha de França","240,000€",240000,"Centro, Penha de França",160,T1,Ground floor,No,T160 m²Ground floor without lift,2025-03-16 10:12:43
34037837,https://www.idealista.pt/en/imovel/34037837/,"T1 flat in Centro, Penha de França","240,000€",240000,"Centro, Penha de França",160,T1,Ground floor,No,T160 m²Ground floor without lift,2025-03-16 10:12:43
33984467,https://www.idealista.pt/en/imovel/33984467/,"T2 flat in Alto dos Moinhos, São Domingos de Benfica","245,000€",245000,"Alto dos Moinhos, São Domingos de Benfica",267,T2,,,T267 m²,2025-03-16 10:12:43
34020124,https://www.idealista.pt/en/imovel/34020124/,"T2 flat in rua Abel Botelho, Estrada de Benfica, São Domingos de Benfica","245,000€",245000,"rua Abel Botelho, Estrada de Benfica, São Domingos de Benfica",270,T2,Ground floor,No,T270 m²Ground floor without lift,2025-03-16 10:12:43
34052765,https://www.idealista.pt/en/imovel/34052765/,"T2 flat in Santa Engrácia, São Vicente","247,500€",247500,"Santa Engrácia, São Vicente",240,T2,,,T240 m²,2025-03-16 10:12:43
34061637,https://www.idealista.pt/en/imovel/34061637/,"T2 flat in Campo de Santana - Santa Marta, Santo António","300,000€",300000,"Campo de Santana - Santa Marta, Santo António",250,T2,2,No,T250 m²2nd floor without lift,2025-03-16 10:12:43
33982707,https://www.idealista.pt/en/imovel/33982707/,"T2 flat in Marvila, Lisboa","300,000€Parking included",300000,"Marvila, Lisboa",277,T2,,Yes,T277 m²with lift,2025-03-16 10:12:43
33989995,https://www.idealista.pt/en/imovel/33989995/,"T2 flat in Alto de Alcântara, Alcântara","239,000€",239000,"Alto de Alcântara, Alcântara",240,T2,,No,T240 m²without lift,2025-03-16 10:12:43
33985055,https://www.idealista.pt/en/imovel/33985055/,"T2 flat in Alto de São João - Alto do Varejão, Penha de França","255,000€",255000,"Alto de São João - Alto do Varejão, Penha de França",277,T2,6,Yes,T277 m²6th floor with lift,2025-03-16 10:12:43
34033913,https://www.idealista.pt/en/imovel/34033913/,"T1 flat in rua Carlos Pereira, Estrada de Benfica, São Domingos de Benfica","285,000€",285000,"rua Carlos Pereira, Estrada de Benfica, São Domingos de Benfica",143,T1,3,No,T143 m²3rd floor without lift,2025-03-16 10:12:57
34034170,https://www.idealista.pt/en/imovel/34034170/,"T1 flat in Bairro Novo, Carnide","255,000€Parking included",255000,"Bairro Novo, Carnide",161,T1,,Yes,T161 m²with lift,2025-03-16 10:12:57
34061324,https://www.idealista.pt/en/imovel/34061324/,"T2 flat, Calçada do Carrascal, Beato, Lisboa","245,000€",245000,,258,T2,2,No,T258 m²2nd floor without lift,2025-03-16 10:12:57
34058801,https://www.idealista.pt/en/imovel/34058801/,"T1 flat in Marvila, Lisboa","292,000€Parking included",292000,"Marvila, Lisboa",179,T1,8,Yes,T179 m²8th floor with lift,2025-03-16 10:12:57
34055110,https://www.idealista.pt/en/imovel/34055110/,"T1 flat in rua do Galvão, Centro, Belém","250,000€",250000,"rua do Galvão, Centro, Belém",150,T1,Ground floor,Yes,T150 m²Ground floor with lift,2025-03-16 10:12:57
34044237,https://www.idealista.pt/en/imovel/34044237/,"T2 flat in Beato, Lisboa","245,000€",245000,"Beato, Lisboa",256,T2,2,No,T256 m²2nd floor without lift,2025-03-16 10:12:57
34030538,https://www.idealista.pt/en/imovel/34030538/,"T1 flat in São Vicente de Fora, São Vicente","299,900€",299900,"São Vicente de Fora, São Vicente",140,T1,,No,T140 m²without lift,2025-03-16 10:12:57
34020268,https://www.idealista.pt/en/imovel/34020268/,"T1 flat in Santa Engrácia, São Vicente","259,000€",259000,"Santa Engrácia, São Vicente",152,T1,,No,T152 m²without lift,2025-03-16 10:12:57
33625362,https://www.idealista.pt/en/imovel/33625362/,"T1 flat in São Vicente de Fora, São Vicente","299,900€",299900,"São Vicente de Fora, São Vicente",165,T1,,No,T165 m²without lift,2025-03-16 10:12:57
34053475,https://www.idealista.pt/en/imovel/34053475/,"T2 flat in avenida General Roçadas, Centro, Penha de França","280,000€",280000,"avenida General Roçadas, Centro, Penha de França",265,T2,Ground floor,No,T265 m²Ground floor without lift,2025-03-16 10:12:57
33853736,https://www.idealista.pt/en/imovel/33853736/,"T2 flat in Centro, Penha de França","250,000€",250000,"Centro, Penha de França",255,T2,,No,T255 m²without lift,2025-03-16 10:12:57
34030535,https://www.idealista.pt/en/imovel/34030535/,"T2 flat in Santa Clara, Lisboa","293,000€",293000,"Santa Clara, Lisboa",288,T2,,No,T288 m²without lift,2025-03-16 10:12:57
34042836,https://www.idealista.pt/en/imovel/34042836/,"T1 flat in rua Luís de Camões, 167, Alto de Santo Amaro, Alcântara","299,000€",299000,"rua Luís de Camões, 167, Alto de Santo Amaro, Alcântara",150,T1,2,Yes,T150 m²2nd floor with lift,2025-03-16 10:12:57
34055706,https://www.idealista.pt/en/imovel/34055706/,"T2 flat in rua de Campolide, Nova Campolide, Campolide","300,000€",300000,"rua de Campolide, Nova Campolide, Campolide",250,T2,Basement,No,T250 m²Basement without lift,2025-03-16 10:12:57
34047387,https://www.idealista.pt/en/imovel/34047387/,"T2 flat in avenida Vergílio Ferreira, Marvila, Lisboa","248,000€",248000,"avenida Vergílio Ferreira, Marvila, Lisboa",275,T2,Ground floor,Yes,T275 m²Ground floor with lift,2025-03-16 10:12:57
34048706,https://www.idealista.pt/en/imovel/34048706/,"T2 flat, Calçada de Carriche, 6, Carriche - Hospital das Forças Armadas, Lumiar","260,000€",260000,,268,T2,4,Yes,T268 m²4th floor with lift,2025-03-16 10:12:57
34050563,https://www.idealista.pt/en/imovel/34050563/,"T2 flat in rua Humberto Madeira, Olivais, Lisboa","285,000€",285000,"rua Humberto Madeira, Olivais, Lisboa",263,T2,10,Yes,T263 m²10th floor with lift,2025-03-16 10:12:57
33832574,https://www.idealista.pt/en/imovel/33832574/,"T1 flat in rua Marques da Silva, 45, Alameda - Praça do Chile - Almirante Reis, São Jorge de Arroios, Arroios","229,000€",229000,"rua Marques da Silva, 45, Alameda - Praça do Chile - Almirante Reis, São Jorge de Arroios, Arroios",145,T1,Ground floor,No,T145 m²Ground floor without lift,2025-03-16 10:12:57
34034237,https://www.idealista.pt/en/imovel/34034237/,"T2 flat in Santa Clara, Lisboa","250,000€",250000,"Santa Clara, Lisboa",271,T2,2,,T271 m²2nd floor,2025-03-16 10:12:57
34000565,https://www.idealista.pt/en/imovel/34000565/,"T2 flat in Praça de Espanha - Sete Rios, Campolide","280,000€",280000,"Praça de Espanha - Sete Rios, Campolide",264,T2,,No,T264 m²without lift,2025-03-16 10:12:57
34037766,https://www.idealista.pt/en/imovel/34037766/,"T2 flat in rua 1º Cabo José Martins Silvestre, Olivais, Lisboa","290,000€",290000,"rua 1º Cabo José Martins Silvestre, Olivais, Lisboa",249,T2,2,No,T249 m²2nd floor without lift,2025-03-16 10:12:57
34014617,https://www.idealista.pt/en/imovel/34014617/,"T1 flat, Pátio Galega, 4, Santa Catarina, Misericórdia","215,000€",215000,,140,T1,Ground floor,No,T140 m²Ground floor without lift,2025-03-16 10:12:57
34027843,https://www.idealista.pt/en/imovel/34027843/,"T1 flat in rua do Passadiço, Campo de Santana - Santa Marta, Santo António","300,000€",300000,"rua do Passadiço, Campo de Santana - Santa Marta, Santo António",151,T1,2,No,T151 m²2nd floor without lift,2025-03-16 10:12:57
34002154,https://www.idealista.pt/en/imovel/34002154/,"T2 flat in rua Alferes Carvalho Pereira, 28, Olivais, Lisboa","239,900€",239900,"rua Alferes Carvalho Pereira, 28, Olivais, Lisboa",260,T2,3,No,T260 m²3rd floor without lift,2025-03-16 10:12:57
34028179,https://www.idealista.pt/en/imovel/34028179/,"T2 flat in Beato, Lisboa","220,000€",220000,"Beato, Lisboa",240,T2,,,T240 m²,2025-03-16 10:12:57
34050979,https://www.idealista.pt/en/imovel/34050979/,"T1 flat in estrada A-da-Maia, 60 2°b, Portas de Benfica - Mercado de Benfica, Benfica","280,000€",280000,"estrada A-da-Maia, 60 2°b, Portas de Benfica - Mercado de Benfica, Benfica",165,T1,2,Yes,T165 m²2nd floor with lift,2025-03-16 10:12:57
34047662,https://www.idealista.pt/en/imovel/34047662/,"T2 flat, Escadinhas das Portas do Mar, 5, Alfama, Santa Maria Maior","299,000€",299000,,271,T2,4,No,T271 m²4th floor without lift,2025-03-16 10:12:57
33976954,https://www.idealista.pt/en/imovel/33976954/,"T2 flat in travessa Nova de Dom Vasco, Boa Hora, Ajuda","295,000€310,000 €5%",295000,"travessa Nova de Dom Vasco, Boa Hora, Ajuda",269,T2,Ground floor,No,T269 m²Ground floor without lift,2025-03-16 10:12:57
34053759,https://www.idealista.pt/en/imovel/34053759/,"T2 flat in rua General Justiniano Padrel, 17, Santa Engrácia, São Vicente","289,000€",289000,"rua General Justiniano Padrel, 17, Santa Engrácia, São Vicente",275,T2,2,No,T275 m²2nd floor without lift,2025-03-16 10:12:57
33256934,https://www.idealista.pt/en/imovel/33256934/,"T2 flat in travessa Beirolas, 16, Gare do Oriente - Zona Sul, Parque das Nações","260,000€295,000 €12%",260000,"travessa Beirolas, 16, Gare do Oriente - Zona Sul, Parque das Nações",270,T2,Ground floor,No,T270 m²Ground floor without lift,2025-03-16 10:12:57
34041499,https://www.idealista.pt/en/imovel/34041499/,"T2 flat in rua João do Outeiro, Mouraria - Castelo, Santa Maria Maior","250,000€",250000,"rua João do Outeiro, Mouraria - Castelo, Santa Maria Maior",275,T2,2,No,T275 m²2nd floor without lift,2025-03-16 10:13:12
34003524,https://www.idealista.pt/en/imovel/34003524/,"T1 flat in travessa do Cabral, 39, Bica, Misericórdia","196,300€",196300,"travessa do Cabral, 39, Bica, Misericórdia",140,T1,Basement,No,T140 m²Basement without lift,2025-03-16 10:13:12
34013579,https://www.idealista.pt/en/imovel/34013579/,"T2 flat in rua Garrido, Bairro dos Actores, Areeiro","200,000€",200000,"rua Garrido, Bairro dos Actores, Areeiro",276,T2,1,No,T276 m²1st floor without lift,2025-03-16 10:13:12
34028316,https://www.idealista.pt/en/imovel/34028316/,"T1 flat in travessa do Pasteleiro, 5, Santos-o-Velho - Madragoa, Estrela","250,000€",250000,"travessa do Pasteleiro, 5, Santos-o-Velho - Madragoa, Estrela",150,T1,2,No,T150 m²2nd floor without lift,2025-03-16 10:13:12
34003718,https://www.idealista.pt/en/imovel/34003718/,"T1 flat in rua das Beatas, 9, Graça, São Vicente","170,000€",170000,"rua das Beatas, 9, Graça, São Vicente",151,T1,4,No,T151 m²4th floor without lift,2025-03-16 10:13:12
34003355,https://www.idealista.pt/en/imovel/34003355/,"T2 flat in rua Vasco da Gama Rodrigues, Gare do Oriente - Zona Sul, Parque das Nações","219,000€",219000,"rua Vasco da Gama Rodrigues, Gare do Oriente - Zona Sul, Parque das Nações",271,T2,9,Yes,T271 m²9th floor with lift,2025-03-16 10:13:12
33954045,https://www.idealista.pt/en/imovel/33954045/,"T2 flat in rua André Vidal Negreiros, Marvila, Lisboa","299,000€",299000,"rua André Vidal Negreiros, Marvila, Lisboa",290,T2,6,Yes,T290 m²6th floor with lift,2025-03-16 10:13:12
34003381,https://www.idealista.pt/en/imovel/34003381/,"T2 flat in beco do Mirante, São Vicente de Fora, São Vicente","289,000€",289000,"beco do Mirante, São Vicente de Fora, São Vicente",260,T2,4,No,T260 m²4th floor without lift,2025-03-16 10:13:12
33987737,https://www.idealista.pt/en/imovel/33987737/,"T2 flat in rua Frei Manuel do Cenáculo, Centro, Penha de França","275,000€",275000,"rua Frei Manuel do Cenáculo, Centro, Penha de França",270,T2,Ground floor,No,T270 m²Ground floor without lift,2025-03-16 10:13:12
34002988,https://www.idealista.pt/en/imovel/34002988/,"T2 flat in avenida Afonso III, Alto de São João - Alto do Varejão, Penha de França","288,000€",288000,"avenida Afonso III, Alto de São João - Alto do Varejão, Penha de França",265,T2,1,No,T265 m²1st floor without lift,2025-03-16 10:13:12
34044946,https://www.idealista.pt/en/imovel/34044946/,"T2 flat in rua Fonseca Benevides, Rio Seco - Casalinho, Ajuda","235,000€",235000,"rua Fonseca Benevides, Rio Seco - Casalinho, Ajuda",254,T2,4,No,T254 m²4th floor without lift,2025-03-16 10:13:12
34008276,https://www.idealista.pt/en/imovel/34008276/,"T2 flat in Prazeres, Estrela","275,000€",275000,"Prazeres, Estrela",277,T2,1,No,T277 m²1st floor without lift,2025-03-16 10:13:12
33843371,https://www.idealista.pt/en/imovel/33843371/,"Detached house, Azinhaga do Reguengo, Santa Clara, Lisboa","180,000€",180000,,256,T2,,,T256 m²,2025-03-16 10:13:12
34050773,https://www.idealista.pt/en/imovel/34050773/,"T2 flat in rua Professor Veiga Beirão, São João de Brito, Alvalade","270,000€",270000,"rua Professor Veiga Beirão, São João de Brito, Alvalade",258,T2,5,No,T258 m²5th floor without lift,2025-03-16 10:13:12
33979639,https://www.idealista.pt/en/imovel/33979639/,"T1 flat in rua dos Remédios, Alfama, Santa Maria Maior","265,000€",265000,"rua dos Remédios, Alfama, Santa Maria Maior",160,T1,2,No,T160 m²2nd floor without lift,2025-03-16 10:13:12
33929639,https://www.idealista.pt/en/imovel/33929639/,"T2 flat in rua Fernando Gusmão, Santa Clara, Lisboa","250,000€",250000,"rua Fernando Gusmão, Santa Clara, Lisboa",292,T2,1,Yes,T292 m²1st floor with lift,2025-03-16 10:13:12
34008493,https://www.idealista.pt/en/imovel/34008493/,"T2 flat in rua Actor Augusto de Melo, Beato, Lisboa","269,000€",269000,"rua Actor Augusto de Melo, Beato, Lisboa",266,T2,3,Yes,T266 m²3rd floor with lift,2025-03-16 10:13:12
34044220,https://www.idealista.pt/en/imovel/34044220/,"T1 flat in rua do Passadiço, Campo de Santana - Santa Marta, Santo António","300,000€",300000,"rua do Passadiço, Campo de Santana - Santa Marta, Santo António",150,T1,2,No,T150 m²2nd floor without lift,2025-03-16 10:13:12
33993160,https://www.idealista.pt/en/imovel/33993160/,"T1 flat in rua da Beneficência, Entrecampos, Avenidas Novas","259,000€",259000,"rua da Beneficência, Entrecampos, Avenidas Novas",150,T1,Ground floor,No,T150 m²Ground floor without lift,2025-03-16 10:13:12
33982678,https://www.idealista.pt/en/imovel/33982678/,"T1 flat in rua de Marcos Marreiros, Santa Catarina, Misericórdia","235,000€",235000,"rua de Marcos Marreiros, Santa Catarina, Misericórdia",141,T1,2,No,T141 m²2nd floor without lift,2025-03-16 10:13:12
34033181,https://www.idealista.pt/en/imovel/34033181/,"T1 flat in beco da cardoso, Baixa, Santa Maria Maior","257,000€",257000,"beco da cardoso, Baixa, Santa Maria Maior",140,T1,1,No,T140 m²1st floor without lift,2025-03-16 10:13:12
34046084,https://www.idealista.pt/en/imovel/34046084/,"T2 flat in travessa Flores, São Vicente de Fora, São Vicente","160,000€",160000,"travessa Flores, São Vicente de Fora, São Vicente",250,T2,3,No,T250 m²3rd floor without lift,2025-03-16 10:13:12
33993159,https://www.idealista.pt/en/imovel/33993159/,"T1 flat in rua dos Remédios, Alfama, Santa Maria Maior","265,000€",265000,"rua dos Remédios, Alfama, Santa Maria Maior",160,T1,2,No,T160 m²2nd floor without lift,2025-03-16 10:13:12
34003122,https://www.idealista.pt/en/imovel/34003122/,"T2 flat in rua Bartolomeu de Gusmão, Alfama, Santa Maria Maior","299,000€",299000,"rua Bartolomeu de Gusmão, Alfama, Santa Maria Maior",290,T2,Ground floor,No,T290 m²Ground floor without lift,2025-03-16 10:13:12
33995335,https://www.idealista.pt/en/imovel/33995335/,"T2 flat in rua Jacinto Nunes, 3, Centro, Penha de França","295,000€",295000,"rua Jacinto Nunes, 3, Centro, Penha de França",273,T2,Basement,Yes,T273 m²Basement with lift,2025-03-16 10:13:12
34039074,https://www.idealista.pt/en/imovel/34039074/,"T1 flat in rua do Grilo, 104, Beato, Lisboa","250,000€",250000,"rua do Grilo, 104, Beato, Lisboa",145,T1,4,No,T145 m²4th floor without lift,2025-03-16 10:13:12
34062932,https://www.idealista.pt/en/imovel/34062932/,"T1 flat, Calçada da Picheleira, 77, Beato, Lisboa","275,000€",275000,,146,T1,1,No,T146 m²1st floor without lift,2025-03-16 10:13:12
34046420,https://www.idealista.pt/en/imovel/34046420/,"T1 flat in avenida Conselheiro Barjona de Freitas, 18, Estrada de Benfica, São Domingos de Benfica","270,000€Parking included",270000,"avenida Conselheiro Barjona de Freitas, 18, Estrada de Benfica, São Domingos de Benfica",140,T1,4,Yes,T140 m²4th floor with lift,2025-03-16 10:13:12
34022561,https://www.idealista.pt/en/imovel/34022561/,"T1 flat, Calçada da Picheleira, Beato, Lisboa","205,000€",205000,,141,T1,Ground floor,No,T141 m²Ground floor without lift,2025-03-16 10:13:12
33983218,https://www.idealista.pt/en/imovel/33983218/,"T2 flat in rua André Vidal Negreiros, Marvila, Lisboa","299,000€",299000,"rua André Vidal Negreiros, Marvila, Lisboa",290,T2,6,Yes,T290 m²6th floor with lift,2025-03-16 10:13:12
34019910,https://www.idealista.pt/en/imovel/34019910/,"T1 flat in rua da Esperança, Santos-o-Velho - Madragoa, Estrela","270,000€",270000,"rua da Esperança, Santos-o-Velho - Madragoa, Estrela",155,T1,2,No,T155 m²2nd floor without lift,2025-03-16 10:13:31
33653840,https://www.idealista.pt/en/imovel/33653840/,"T2 flat in rua Sargento Armando Monteiro Ferreira, Olivais, Lisboa","290,000€",290000,"rua Sargento Armando Monteiro Ferreira, Olivais, Lisboa",262,T2,Ground floor,No,T262 m²Ground floor without lift,2025-03-16 10:13:31
