size,num_rooms,rent_price,location,url
T140 m²,T1,"4,067€/month",,https://www.idealista.pt/en/imovel/34053150/
T250 m²,T2,"3,400€/month","rua das Taipas, Praça da Alegria, Santo António",https://www.idealista.pt/en/imovel/34053122/
T145 m²,T1,"3,200€/month","rua das Praças, Lapa, Estrela",https://www.idealista.pt/en/imovel/34053145/
T260 m²,T2,"3,867€/month","rua São Francisco Borja, Lapa, Estrela",https://www.idealista.pt/en/imovel/34053142/
T143 m²,T1,"2,733€/month","travessa dos Pescadores, Cais do Sodré - Santos, Misericórdia",https://www.idealista.pt/en/imovel/34053062/
T2135 m²,T2,"7,167€/month","rua da Madalena, Baixa, Santa Maria Maior",https://www.idealista.pt/en/imovel/34053190/
"T21,138 m²",T2,"2,800€/monthParking included","avenida Dom João II, 401, Expo Central, Parque das Nações",https://www.idealista.pt/en/imovel/34055815/
T2115 m²,T2,"1,950€/month","rua Dom Luís de Noronha, Gulbenkian - Praça Espanha, Avenidas Novas",https://www.idealista.pt/en/imovel/34054412/
T250 m²,T2,"5,633€/month","rua da Boavista, Santa Catarina, Misericórdia",https://www.idealista.pt/en/imovel/34057391/
T280 m²,T2,"4,667€/month","rua de São Julião, Baixa, Santa Maria Maior",https://www.idealista.pt/en/imovel/34053155/
T260 m²,T2,"4,733€/month","rua de São Marçal, Príncipe Real, Santo António",https://www.idealista.pt/en/imovel/34053192/
T184 m²,T1,"4,200€/month","rua dos Sapateiros, Baixa, Santa Maria Maior",https://www.idealista.pt/en/imovel/34053174/
T265 m²,T2,"2,733€/month",,https://www.idealista.pt/en/imovel/34053125/
T250 m²,T2,"8,500€/month","largo Picadeiro, Chiado, Santa Maria Maior",https://www.idealista.pt/en/imovel/34053180/
T250 m²,T2,"3,467€/month","rua dos Mouros, Bairro Alto, Misericórdia",https://www.idealista.pt/en/imovel/34053123/
T250 m²,T2,"5,667€/month","rua de Santa Justa, Baixa, Santa Maria Maior",https://www.idealista.pt/en/imovel/34053106/
T150 m²,T1,"5,600€/month","rua do Crucifixo, Baixa, Santa Maria Maior",https://www.idealista.pt/en/imovel/34053156/
T160 m²,T1,"4,033€/month","rua São José, Av. da Liberdade - Marquês de Pombal, Santo António",https://www.idealista.pt/en/imovel/34053172/
T1101 m²,T1,"2,400€/monthParking included","rua de Campolide, Praça de Espanha - Sete Rios, Campolide",https://www.idealista.pt/en/imovel/34049673/
T2100 m²,T2,"1,800€/monthParking included","avenida Pádua, Gare do Oriente - Zona Sul, Parque das Nações",https://www.idealista.pt/en/imovel/34057627/
T250 m²,T2,"7,667€/month","rua do Carmo, Chiado, Santa Maria Maior",https://www.idealista.pt/en/imovel/34053181/
T170 m²,T1,"1,650€/month",,https://www.idealista.pt/en/imovel/33996886/
T170 m²,T1,"1,650€/month",,https://www.idealista.pt/en/imovel/33996886/
T2100 m²,T2,"1,800€/monthParking included","avenida Pádua, Gare do Oriente - Zona Sul, Parque das Nações",https://www.idealista.pt/en/imovel/34057627/
T270 m²,T2,"1,750€/month","rua Chagas, Chiado - Pç. de Camões, Misericórdia",https://www.idealista.pt/en/imovel/34048816/
T156 m²,T1,"1,600€/monthParking included","Marvila, Lisboa",https://www.idealista.pt/en/imovel/34059556/
T151 m²,T1,"1,050€/month","rua Azedo Gneco, Centro, Campo de Ourique",https://www.idealista.pt/en/imovel/34049765/
T151 m²,T1,"1,400€/monthParking included","rua de Campolide, 368, Praça de Espanha - Sete Rios, Campolide",https://www.idealista.pt/en/imovel/34050055/
T2133 m²,T2,"2,500€/monthParking included","avenida do Índico, 1, Expo Central, Parque das Nações",https://www.idealista.pt/en/imovel/34057483/
T163 m²,T1,"1,850€/monthParking included","rua Angelina Vidal, 33, Graça, São Vicente",https://www.idealista.pt/en/imovel/34051045/
T2101 m²,T2,"2,400€/monthParking included","rua de Campolide, 368, Praça de Espanha - Sete Rios, Campolide",https://www.idealista.pt/en/imovel/34050328/
T162 m²,T1,"1,600€/monthParking included","rua de Campolide, 368, Praça de Espanha - Sete Rios, Campolide",https://www.idealista.pt/en/imovel/34050272/
T150 m²,T1,"1,450€/monthParking included","rua de Campolide, 368, Praça de Espanha - Sete Rios, Campolide",https://www.idealista.pt/en/imovel/34053698/
T178 m²,T1,"2,400€/month","Lapa, Estrela",https://www.idealista.pt/en/imovel/34058649/
T178 m²,T1,"2,300€/month","Lapa, Estrela",https://www.idealista.pt/en/imovel/34050730/
T157 m²,T1,"1,250€/monthParking included","Av. da Liberdade - Marquês de Pombal, Santo António",https://www.idealista.pt/en/imovel/34051275/
T284 m²,T2,"1,650€/month","Fonte Nova - Calhariz, Benfica",https://www.idealista.pt/en/imovel/34059342/
T254 m²,T2,"1,150€/month","rua Tenente Ferreira Durão, Centro, Campo de Ourique",https://www.idealista.pt/en/imovel/34049796/
T153 m²,T1,"1,000€/month","Estefânia, São Jorge de Arroios, Arroios",https://www.idealista.pt/en/imovel/34050529/
T163 m²,T1,"1,100€/monthParking included","Portas de Benfica - Mercado de Benfica, Benfica",https://www.idealista.pt/en/imovel/34055171/
T290 m²,T2,"2,500€/month","rua da Senhora da Glória, Graça, São Vicente",https://www.idealista.pt/en/imovel/34046131/
T157 m²,T1,"1,400€/month","rua da Páscoa, Santa Isabel, Campo de Ourique",https://www.idealista.pt/en/imovel/34051352/
T140 m²,T1,"1,700€/month1,800 €6%","rua do Cardal de São José, Campo de Santana - Santa Marta, Santo António",https://www.idealista.pt/en/imovel/33693628/
T140 m²,T1,"1,500€/month",,https://www.idealista.pt/en/imovel/27971466/
T144 m²,T1,"1,050€/month",,https://www.idealista.pt/en/imovel/28038134/
T263 m²,T2,"1,300€/month","rua Carvalho Araújo, Alameda - Praça do Chile - Almirante Reis, São Jorge de Arroios, Arroios",https://www.idealista.pt/en/imovel/27800787/
T144 m²,T1,"2,650€/month","beco do Salvador, São Vicente de Fora, São Vicente",https://www.idealista.pt/en/imovel/34012491/
T157 m²,T1,"2,100€/month","rua Dom Francisco Manuel de Melo, Bairro Azul - Parque Eduardo VII, Avenidas Novas",https://www.idealista.pt/en/imovel/33564003/
T160 m²,T1,"1,450€/month","travessa São Bernardino, Pena, Arroios",https://www.idealista.pt/en/imovel/34049065/
T145 m²,T1,"4,067€/month",,https://www.idealista.pt/en/imovel/34053148/
T163 m²,T1,"1,480€/month","rua de São João da Mata, Nn, Santos-o-Velho - Madragoa, Estrela",https://www.idealista.pt/en/imovel/34049394/
T2172 m²,T2,"1,950€/month","Bairro Azul - Parque Eduardo VII, Avenidas Novas",https://www.idealista.pt/en/imovel/34046028/
T163 m²,T1,"1,480€/month","rua de São João da Mata, Nn, Santos-o-Velho - Madragoa, Estrela",https://www.idealista.pt/en/imovel/34049394/
T1110 m²,T1,"1,995€/monthParking included","Beato, Lisboa",https://www.idealista.pt/en/imovel/34045984/
T2172 m²,T2,"1,950€/month","Bairro Azul - Parque Eduardo VII, Avenidas Novas",https://www.idealista.pt/en/imovel/34046028/
T2120 m²,T2,"1,800€/monthParking included","avenida Pádua, Gare do Oriente - Zona Sul, Parque das Nações",https://www.idealista.pt/en/imovel/34046831/
T176 m²,T1,"1,250€/monthParking included","rua Melvin Jones, Laranjeiras, São Domingos de Benfica",https://www.idealista.pt/en/imovel/34059347/
T1100 m²,T1,"1,450€/month","Beato, Lisboa",https://www.idealista.pt/en/imovel/34058999/
T170 m²,T1,"1,450€/monthParking included","Alameda - Praça do Chile - Almirante Reis, São Jorge de Arroios, Arroios",https://www.idealista.pt/en/imovel/34049498/
T174 m²,T1,"1,500€/monthParking included","rua Carlos George, Olivais, Lisboa",https://www.idealista.pt/en/imovel/34048311/
T160 m²,T1,"1,200€/monthParking included","rua Marquês de Fronteira, Centro, Campolide",https://www.idealista.pt/en/imovel/34055620/
T150 m²,T1,"1,590€/month","travessa das Isabéis, Santos-o-Velho - Madragoa, Estrela",https://www.idealista.pt/en/imovel/34047839/
T150 m²,T1,"1,100€/month","rua Correia Teles, Centro, Campo de Ourique",https://www.idealista.pt/en/imovel/34057927/
T163 m²,T1,"1,500€/month","avenida Conselheiro Fernando de Sousa, Centro, Campolide",https://www.idealista.pt/en/imovel/34055388/
T146 m²,T1,"1,150€/month","Santa Engrácia, São Vicente",https://www.idealista.pt/en/imovel/34050998/
T2125 m²,T2,"1,950€/month","rua Presidente Arriaga, Lapa, Estrela",https://www.idealista.pt/en/imovel/34057015/
T2135 m²,T2,"1,650€/monthParking included","rua José Maria Nicolau, Alto dos Moinhos, São Domingos de Benfica",https://www.idealista.pt/en/imovel/34048301/
T2130 m²,T2,"2,300€/monthParking included","avenida David Mourão-Ferreira, Alto do Lumiar - Quinta das Conchas - Quinta do Lambert, Lumiar",https://www.idealista.pt/en/imovel/34050252/
T150 m²,T1,"2,267€/month",,https://www.idealista.pt/en/imovel/34053099/
T294 m²,T2,"2,000€/month","Saldanha - Picoas, São Jorge de Arroios, Arroios",https://www.idealista.pt/en/imovel/34056490/
T172 m²,T1,"1,450€/month","Chiado, Santa Maria Maior",https://www.idealista.pt/en/imovel/34051458/
T184 m²,T1,"2,500€/month","rua do Telhal, Nn, Campo de Santana - Santa Marta, Santo António",https://www.idealista.pt/en/imovel/34059519/
T267 m²,T2,"1,250€/month","Igreja de Benfica, Benfica",https://www.idealista.pt/en/imovel/34047807/
T260 m²,T2,"1,700€/month","Chiado, Santa Maria Maior",https://www.idealista.pt/en/imovel/34052010/
T280 m²,T2,"1,650€/month","rua Josefa de Óbidos, 20, Graça, São Vicente",https://www.idealista.pt/en/imovel/34057556/
T150 m²,T1,"1,255€/month1,350 €7%",,https://www.idealista.pt/en/imovel/33809985/
T144 m²,T1,850€/month,"travessa do Pasteleiro, Santos-o-Velho - Madragoa, Estrela",https://www.idealista.pt/en/imovel/33992984/
T2120 m²,T2,"1,650€/month","avenida da Ilha da Madeira, Restelo, Belém",https://www.idealista.pt/en/imovel/34051039/
T146 m²,T1,900€/month,"rua Ilha Terceira, 20, Estefânia, São Jorge de Arroios, Arroios",https://www.idealista.pt/en/imovel/34048270/
T2125 m²,T2,"2,150€/monthParking included2,300 €7%","calçada do Poço, Nn, Santa Clara, Lisboa",https://www.idealista.pt/en/imovel/32859008/
T171 m²,T1,"1,900€/month","rua Pedro Dias, 13, Príncipe Real - São Bento, Misericórdia",https://www.idealista.pt/en/imovel/34002468/
T258 m²,T2,"1,300€/month","rua Cândido de Oliveira, 12, Olivais, Lisboa",https://www.idealista.pt/en/imovel/34059524/
T258 m²,T2,"1,300€/month","rua Cândido de Oliveira, 12, Olivais, Lisboa",https://www.idealista.pt/en/imovel/34059524/
T142 m²,T1,"1,200€/month","travessa dos Fiéis de Deus, Bairro Alto, Misericórdia",https://www.idealista.pt/en/imovel/34037072/
T143 m²,T1,"3,000€/month","travessa de Santo Aleixo, Santa Isabel, Campo de Ourique",https://www.idealista.pt/en/imovel/33991614/
T142 m²,T1,"1,400€/month","rua Carlos Ribeiro, Centro, Penha de França",https://www.idealista.pt/en/imovel/33998216/
T2100 m²,T2,"3,100€/month","rua Adelas, Príncipe Real - São Bento, Misericórdia",https://www.idealista.pt/en/imovel/33999336/
T150 m²,T1,"2,200€/month","rua Carlos Ribeiro, Centro, Penha de França",https://www.idealista.pt/en/imovel/33990740/
T262 m²,T2,"2,499€/month","beco das Farinhas, Mouraria - Castelo, Santa Maria Maior",https://www.idealista.pt/en/imovel/34012480/
T140 m²,T1,"1,500€/month",,https://www.idealista.pt/en/imovel/33999354/
T260 m²,T2,"2,030€/month","travessa de São Miguel, Alfama, Santa Maria Maior",https://www.idealista.pt/en/imovel/33999394/
T263 m²,T2,"5,000€/month","rua da Lapa, Lapa, Estrela",https://www.idealista.pt/en/imovel/34040605/
T151 m²,T1,900€/month,"rua Arco do Carvalhão, Prazeres - Maria Pia, Campo de Ourique",https://www.idealista.pt/en/imovel/32737820/
T258 m²,T2,"1,800€/month",,https://www.idealista.pt/en/imovel/32863388/
T175 m²,T1,"2,200€/month","rua da Cruz de Santa Apolónia, Santa Engrácia, São Vicente",https://www.idealista.pt/en/imovel/33760325/
T265 m²,T2,"1,390€/month","beco do Salvador, São Vicente de Fora, São Vicente",https://www.idealista.pt/en/imovel/33999369/
T143 m²,T1,"1,100€/month","rua António Luís Inácio, Bairro dos Actores - Barão Sabrosa, Penha de França",https://www.idealista.pt/en/imovel/34049240/
T166 m²,T1,"1,710€/month","rua do Sol a Santa Catarina, Santa Catarina, Misericórdia",https://www.idealista.pt/en/imovel/33999391/
T2100 m²,T2,"2,500€/month","rua Comandante Cousteau, Expo Norte, Parque das Nações",https://www.idealista.pt/en/imovel/33986248/
T262 m²,T2,"1,900€/month",,https://www.idealista.pt/en/imovel/34010269/
T263 m²,T2,"2,499€/month","beco das Farinhas, Mouraria - Castelo, Santa Maria Maior",https://www.idealista.pt/en/imovel/34012454/
T2103 m²,T2,"1,900€/month",,https://www.idealista.pt/en/imovel/33950408/
T260 m²,T2,"1,600€/month",,https://www.idealista.pt/en/imovel/32849240/
T170 m²,T1,"2,000€/month","rua da Cruz dos Poiais, Príncipe Real - São Bento, Misericórdia",https://www.idealista.pt/en/imovel/28074437/
T143 m²,T1,"2,456€/month",,https://www.idealista.pt/en/imovel/34040596/
T144 m²,T1,"2,000€/month","rua da Assunção, Baixa, Santa Maria Maior",https://www.idealista.pt/en/imovel/34040030/
T264 m²,T2,"2,299€/month","beco das Farinhas, Mouraria - Castelo, Santa Maria Maior",https://www.idealista.pt/en/imovel/34012447/
T262 m²,T2,"2,950€/month","beco do Salvador, São Vicente de Fora, São Vicente",https://www.idealista.pt/en/imovel/34012448/
T143 m²,T1,"1,249€/month","beco das Farinhas, Mouraria - Castelo, Santa Maria Maior",https://www.idealista.pt/en/imovel/34012335/
T2158 m²,T2,"1,700€/month","rua Diogo do Couto, Santa Engrácia, São Vicente",https://www.idealista.pt/en/imovel/33051692/
T262 m²,T2,"1,590€/month","rua da Bela Vista à Graça, Graça, São Vicente",https://www.idealista.pt/en/imovel/28054219/
T150 m²,T1,"1,800€/month","rua dos Lagares, Mouraria - Castelo, Santa Maria Maior",https://www.idealista.pt/en/imovel/32986795/
T142 m²,T1,"1,200€/month","travessa dos Fiéis de Deus, Bairro Alto, Misericórdia",https://www.idealista.pt/en/imovel/34037072/
T2100 m²,T2,"3,100€/month","rua Adelas, Príncipe Real - São Bento, Misericórdia",https://www.idealista.pt/en/imovel/33999336/
T143 m²,T1,"1,249€/month","beco das Farinhas, Mouraria - Castelo, Santa Maria Maior",https://www.idealista.pt/en/imovel/34012335/
T245 m²,T2,"1,900€/month","avenida 5 de Outubro, Campo Pequeno, Avenidas Novas",https://www.idealista.pt/en/imovel/33051566/
T170 m²,T1,"2,000€/month","rua da Cruz dos Poiais, Príncipe Real - São Bento, Misericórdia",https://www.idealista.pt/en/imovel/28074437/
T144 m²,T1,"2,000€/month","rua da Assunção, Baixa, Santa Maria Maior",https://www.idealista.pt/en/imovel/34040030/
T166 m²,T1,"1,710€/month","rua do Sol a Santa Catarina, Santa Catarina, Misericórdia",https://www.idealista.pt/en/imovel/33999391/
T262 m²,T2,"1,600€/month","rua Sousa Viterbo, Alto de São João - Alto do Varejão, Penha de França",https://www.idealista.pt/en/imovel/34039349/
T263 m²,T2,"2,499€/month","beco das Farinhas, Mouraria - Castelo, Santa Maria Maior",https://www.idealista.pt/en/imovel/34012454/
T150 m²,T1,"1,500€/month","rua Arco da Graça, Rossio - Martim Moniz, Santa Maria Maior",https://www.idealista.pt/en/imovel/33177172/
T240 m²,T2,"2,030€/month","rua do Grilo, Beato, Lisboa",https://www.idealista.pt/en/imovel/33999357/
T264 m²,T2,"2,500€/month","rua Pedro Dias, Príncipe Real - São Bento, Misericórdia",https://www.idealista.pt/en/imovel/34040544/
T150 m²,T1,"1,180€/month","beco do Salvador, São Vicente de Fora, São Vicente",https://www.idealista.pt/en/imovel/33999298/
T272 m²,T2,"1,250€/month","avenida Gomes Pereira, 57, Avenida do Uruguai, Benfica",https://www.idealista.pt/en/imovel/34050718/
T274 m²,T2,"1,500€/month","rua do Poço dos Negros, Cais do Sodré - Santos, Misericórdia",https://www.idealista.pt/en/imovel/34055613/
T143 m²,T1,"1,150€/month","rua da Atalaia, Bairro Alto, Misericórdia",https://www.idealista.pt/en/imovel/33991573/
T260 m²,T2,"1,820€/month","rua Marques da Silva, Centro, Penha de França",https://www.idealista.pt/en/imovel/33999370/
T143 m²,T1,"2,600€/month","rua dos Fanqueiros, Baixa, Santa Maria Maior",https://www.idealista.pt/en/imovel/34014085/
T260 m²,T2,900€/month,"rua dos Remedios à Lapa, Lapa, Estrela",https://www.idealista.pt/en/imovel/33964129/
T280 m²,T2,"1,950€/month","Príncipe Real, Santo António",https://www.idealista.pt/en/imovel/33691475/
T275 m²,T2,"1,400€/month","Telheiras, Lumiar",https://www.idealista.pt/en/imovel/34052749/
T178 m²,T1,"2,200€/monthParking included","rua Capitão Ramires, Av. de Roma - Campo Pequeno, Areeiro",https://www.idealista.pt/en/imovel/34059163/
T1103 m²,T1,"1,737€/month","rua do Poço dos Negros, 32, Santa Catarina, Misericórdia",https://www.idealista.pt/en/imovel/34058675/
T168 m²,T1,"1,600€/monthParking included","Expo Norte, Parque das Nações",https://www.idealista.pt/en/imovel/34046044/
T290 m²,T2,"1,650€/monthParking included","Expo Central, Parque das Nações",https://www.idealista.pt/en/imovel/34046062/
T2108 m²,T2,"1,750€/monthParking included","Expo Norte, Parque das Nações",https://www.idealista.pt/en/imovel/34046049/
T160 m²,T1,"1,200€/monthParking included","Expo Norte, Parque das Nações",https://www.idealista.pt/en/imovel/29429172/
T146 m²,T1,"1,350€/monthParking included","Expo Central, Parque das Nações",https://www.idealista.pt/en/imovel/34045996/
T2153 m²,T2,"2,300€/monthParking included","Expo Sul, Parque das Nações",https://www.idealista.pt/en/imovel/34045972/
T2112 m²,T2,"2,900€/monthParking included","rua Academia das Ciências, Príncipe Real - São Bento, Misericórdia",https://www.idealista.pt/en/imovel/34055717/
260 m²,T2,"1,650€/month","rua Damasceno Monteiro, 64, Anjos, Arroios",https://www.idealista.pt/en/imovel/34071398/
151 m²,T1,"1,400€/month1,500 €7%","beco dos Loios, 15, São Vicente de Fora, São Vicente",https://www.idealista.pt/en/imovel/34023410/
154 m²,T1,"1,300€/month","rua da Padaria, 22, Alfama, Santa Maria Maior",https://www.idealista.pt/en/imovel/34071365/
280 m²,T2,"1,800€/monthParking included","rua Barão de Sabrosa, 134, Bairro dos Actores - Barão Sabrosa, Penha de França",https://www.idealista.pt/en/imovel/34071286/
1115 m²,T1,"1,750€/month","largo da Academia Nacional de Belas Artes, Chiado, Santa Maria Maior",https://www.idealista.pt/en/imovel/32069482/
261 m²,T2,"1,550€/month","Graça, São Vicente",https://www.idealista.pt/en/imovel/34071755/
2115 m²,T2,"2,580€/month","rua Arco do Carvalhão, Centro, Campolide",https://www.idealista.pt/en/imovel/32276229/
140 m²,T1,"1,350€/month","caminho de Palma de Cima, 2, Laranjeiras, São Domingos de Benfica",https://www.idealista.pt/en/imovel/34071308/
2127 m²,T2,"3,050€/monthParking included","rua Angelina Vidal, Graça, São Vicente",https://www.idealista.pt/en/imovel/32580864/
285 m²,T2,"1,500€/month","avenida Álvaro Pais, 25, Entrecampos, Avenidas Novas",https://www.idealista.pt/en/imovel/34071345/
295 m²,T2,"3,215€/monthParking included","rua Capitão Ramires, Av. de Roma - Campo Pequeno, Areeiro",https://www.idealista.pt/en/imovel/33133792/
264 m²,T2,"1,800€/month","Campo Grande, Alvalade",https://www.idealista.pt/en/imovel/33250490/
1133 m²,T1,"3,150€/monthParking included","rua Bernardo Lima, Campo de Santana - Santa Marta, Santo António",https://www.idealista.pt/en/imovel/33271703/
160 m²,T1,"1,500€/month","praça das Flores, Príncipe Real - São Bento, Misericórdia",https://www.idealista.pt/en/imovel/34071193/
157 m²,T1,"2,100€/monthParking included","travessa Henrique Cardoso, Alvalade, Alvalade",https://www.idealista.pt/en/imovel/32845925/
150 m²,T1,"1,090€/month",,https://www.idealista.pt/en/imovel/33652526/
262 m²,T2,"1,900€/month","travessa do Chafariz das Terras, Lapa, Estrela",https://www.idealista.pt/en/imovel/32998485/
155 m²,T1,"1,000€/monthParking included","rua Prista Monteiro, 16, Telheiras, Carnide",https://www.idealista.pt/en/imovel/31894606/
283 m²,T2,"2,180€/month","travessa do Chafariz das Terras, Lapa, Estrela",https://www.idealista.pt/en/imovel/32994094/
160 m²,T1,"2,200€/monthParking included","avenida da Liberdade, 49, Praça da Alegria, Santo António",https://www.idealista.pt/en/imovel/34071134/
271 m²,T2,"2,050€/month","travessa do Chafariz das Terras, Lapa, Estrela",https://www.idealista.pt/en/imovel/32994181/
265 m²,T2,"1,300€/month","rua Angelina Vidal, 42, Centro, Penha de França",https://www.idealista.pt/en/imovel/34071081/
2117 m²,T2,"3,300€/monthParking included","rua das Janelas Verdes, Santos-o-Velho - Madragoa, Estrela",https://www.idealista.pt/en/imovel/32739180/
262 m²,T2,"1,350€/month","rua José Lins do Rego, Nn, Campo Grande, Alvalade",https://www.idealista.pt/en/imovel/34071095/
153 m²,T1,"1,620€/month","rua Capitão Ramires, Av. de Roma - Campo Pequeno, Areeiro",https://www.idealista.pt/en/imovel/33232851/
171 m²,T1,"1,300€/month","avenida General Roçadas, Nn, Centro, Penha de França",https://www.idealista.pt/en/imovel/34070915/
168 m²,T1,"2,200€/monthParking included","rua Domingos Monteiro, Campo Pequeno, Avenidas Novas",https://www.idealista.pt/en/imovel/33393467/
2115 m²,T2,"1,600€/month","Avenida do Uruguai, Benfica",https://www.idealista.pt/en/imovel/34071000/
2113 m²,T2,"2,650€/month","avenida de Roma, Campo Grande, Alvalade",https://www.idealista.pt/en/imovel/33296947/
261 m²,T2,"1,000€/month","rua Dom Fuas Roupinho, Alto de São João - Alto do Varejão, Penha de França",https://www.idealista.pt/en/imovel/34070846/
148 m²,T1,"2,065€/month","rua Antónia Andrade, Anjos, Arroios",https://www.idealista.pt/en/imovel/32970927/
153 m²,T1,"1,550€/month","Bairro Alto, Misericórdia",https://www.idealista.pt/en/imovel/34070497/
1110 m²,T1,"1,700€/month","rua Bartolomeu Dias, Torre de Belém, Belém",https://www.idealista.pt/en/imovel/34070503/
149 m²,T1,"2,290€/month","rua Chaby Pinheiro, Campo Pequeno, Avenidas Novas",https://www.idealista.pt/en/imovel/32225907/
266 m²,T2,"1,500€/month","rua Alfredo Roque Gameiro, Entrecampos, Avenidas Novas",https://www.idealista.pt/en/imovel/34070417/
162 m²,T1,"1,300€/monthParking included","rua de Pedrouços, Pedrouços, Belém",https://www.idealista.pt/en/imovel/34070463/
156 m²,T1,"2,425€/month","avenida 5 de Outubro, Entrecampos, Avenidas Novas",https://www.idealista.pt/en/imovel/33571075/
140 m²,T1,"1,100€/month","rua Correnteza de Baixo, Nn, Doca de Alcântara, Estrela",https://www.idealista.pt/en/imovel/34070307/
2100 m²,T2,"3,150€/monthParking included","rua Alexandre Herculano, Rato - Amoreiras, Santo António",https://www.idealista.pt/en/imovel/34070252/
265 m²,T2,"1,325€/month","rua Martins Barata, Torre de Belém, Belém",https://www.idealista.pt/en/imovel/34070247/
152 m²,T1,"1,200€/month","travessa do Terreiro a Santa Catarina, Santa Catarina, Misericórdia",https://www.idealista.pt/en/imovel/33965122/
276 m²,T2,"1,100€/month",,https://www.idealista.pt/en/imovel/34070246/
2114 m²,T2,"4,500€/month","Lapa, Estrela",https://www.idealista.pt/en/imovel/34070240/
290 m²,T2,"3,200€/monthParking included","avenida Duque de Loulé, Av. da Liberdade - Marquês de Pombal, Santo António",https://www.idealista.pt/en/imovel/32043981/
2168 m²,T2,"3,500€/month","Praça da Alegria, Santo António",https://www.idealista.pt/en/imovel/34070225/
286 m²,T2,"2,965€/monthParking included","travessa Henrique Cardoso, Alvalade, Alvalade",https://www.idealista.pt/en/imovel/32834132/
270 m²,T2,"1,000€/month","rua Conselheiro Martins de Carvalho, Restelo, Belém",https://www.idealista.pt/en/imovel/34070166/
280 m²,T2,"1,850€/monthParking included","rua Raúl Mesnier Du Ponsard, 5, Alto do Lumiar - Quinta das Conchas - Quinta do Lambert, Lumiar",https://www.idealista.pt/en/imovel/34070054/
272 m²,T2,"1,350€/month","rua da Penha de França, 100, Centro, Penha de França",https://www.idealista.pt/en/imovel/34069796/
270 m²,T2,"1,500€/month","estrada da Luz, Alto dos Moinhos, São Domingos de Benfica",https://www.idealista.pt/en/imovel/32771534/
150 m²,T1,"1,300€/month","rua Latino Coelho, 12, São Sebastião da Pedreira, Avenidas Novas",https://www.idealista.pt/en/imovel/32286286/
143 m²,T1,"1,570€/monthGarageoptional100 €/month","rua Rodrigues Sampaio, Av. da Liberdade - Marquês de Pombal, Santo António",https://www.idealista.pt/en/imovel/33897617/
275 m²,T2,"1,500€/month","rua Filipe da Mata, 128, Entrecampos, Avenidas Novas",https://www.idealista.pt/en/imovel/34069186/
2123 m²,T2,"2,350€/month2,600 €10%","avenida de Paris, Centro, Areeiro",https://www.idealista.pt/en/imovel/33754001/
190 m²,T1,"2,350€/month","rua Artilharia 1, 10, Bairro Azul - Parque Eduardo VII, Avenidas Novas",https://www.idealista.pt/en/imovel/34068938/
190 m²,T1,"1,450€/monthParking included","Príncipe Real - São Bento, Misericórdia",https://www.idealista.pt/en/imovel/33547485/
152 m²,T1,"1,400€/monthParking included","avenida Luís Bívar, 8, São Sebastião da Pedreira, Avenidas Novas",https://www.idealista.pt/en/imovel/34068029/
138 m²,T2,"2,800€/monthParking included","avenida Pacífico, Expo Central, Parque das Nações",https://www.idealista.pt/en/imovel/34070035/
295 m²,T2,"1,950€/monthParking included2,100 €7%","rua Tomás da Fonseca, Campo Grande, Alvalade",https://www.idealista.pt/en/imovel/33990075/
265 m²,T2,"2,000€/month","rua do Norte, 34, Bairro Alto, Misericórdia",https://www.idealista.pt/en/imovel/34069627/
263 m²,T2,"1,500€/month1,650 €9%",,https://www.idealista.pt/en/imovel/33992107/
275 m²,T2,"2,400€/month","rua do Norte, 34, Bairro Alto, Misericórdia",https://www.idealista.pt/en/imovel/34069554/
2104 m²,T2,"3,500€/monthGarageoptional200 €/month","rua Miguel Lupi, Lapa, Estrela",https://www.idealista.pt/en/imovel/33965912/
270 m²,T2,"1,250€/month",,https://www.idealista.pt/en/imovel/33811999/
260 m²,T2,"1,860€/month","rua Joshua Benoliel, Amoreiras, Campo de Ourique",https://www.idealista.pt/en/imovel/32458120/
150 m²,T1,"1,100€/month","rua João de Castilho, Calçada da Ajuda - Belém, Ajuda",https://www.idealista.pt/en/imovel/34069800/
176 m²,T1,"1,880€/month","rua Cecílio de Sousa, Príncipe Real, Santo António",https://www.idealista.pt/en/imovel/31923833/
2138 m²,T2,"1,400€/month","rua Cândido Figueiredo, Estrada de Benfica, São Domingos de Benfica",https://www.idealista.pt/en/imovel/34069720/
265 m²,T2,"1,870€/monthGarageoptional100 €/month","beco do Olival, Lapa, Estrela",https://www.idealista.pt/en/imovel/32060245/
169 m²,T1,"1,450€/monthParking included","rua Adriano Correia de Oliveira, Entrecampos, Avenidas Novas",https://www.idealista.pt/en/imovel/34069708/
273 m²,T2,"2,250€/monthGarageoptional100 €/month","avenida 5 de Outubro, Campo Grande, Alvalade",https://www.idealista.pt/en/imovel/33818957/
163 m²,T1,"1,400€/month","Centro, Campolide",https://www.idealista.pt/en/imovel/34069618/
156 m²,T1,"1,350€/month","rua da Paz, Príncipe Real - São Bento, Misericórdia",https://www.idealista.pt/en/imovel/33444018/
185 m²,T1,"2,100€/monthParking included","Av. de Roma - Campo Pequeno, Areeiro",https://www.idealista.pt/en/imovel/34069601/
281 m²,T2,"2,290€/monthGarageoptional100 €/month","rua das Trinas, Santos-o-Velho - Madragoa, Estrela",https://www.idealista.pt/en/imovel/32694692/
